LON,LAT,EEZID,Potential_Farm_Location,MHW,TS_AEP,Cat1_AEP,Cat2_AEP,Cat3_AEP,Cat4_AEP,Cat5_AEP,bathymetry_class
-64.25,-50.75,32,1,48.2830925,,,,,,,-100
-64.25,-50.25,32,1,59.1401825,,,,,,,-100
-64.25,-49.75,32,1,59.1401825,,,,,,,-100
-64.25,-49.25,32,1,76.8290253,,,,,,,-100
-64.25,-47.75,32,1,70.4407196,,,,,,,-100
-64.25,-47.25,32,1,66.4846191,,,,,,,-100
-64.25,-46.75,32,1,66.4846191,,,,,,,-50
-64.25,-46.25,32,1,61.7611656,,,,,,,-50
-64.25,-44.75,32,1,59.0558777,,,,,,,-50
-64.25,-44.25,32,1,59.8262253,,,,,,,-50
-64.25,-43.75,32,1,59.8262253,,,,,,,-30
-64.25,-43.25,32,1,59.8262253,,,,,,,-100
-64.25,-42.75,32,1,56.313324,,,,,,,-10
-64.25,-42.25,32,1,59.8422127,,,,,,,-100
-64.25,-41.75,32,1,59.8422127,,,,,,,-100
-64.25,-41.25,32,1,59.8422127,,,,,,,5
-64.25,42.25,926,1,107.392746,8.537158,5.2686777,1.3751938,0.2650553,0.0534045,,-100
-64.25,42.75,926,1,110.3885727,8.093647,4.8068767,1.1716895,0.2115811,0.0551685,,-100
-64.25,43.25,926,1,110.3885727,7.6816955,4.61796,1.0838903,0.1809497,0.043224,,-100
-64.25,43.75,926,1,110.3885727,7.3017383,4.4456496,0.9988357,0.1529434,0.0266757,0.0149532,0
-64.25,44.25,926,1,115.8780518,6.8473997,4.0292535,0.9152096,0.1290819,0.0295021,0.0128638,5
-64.25,60.25,926,1,,,,,,,,-100
-64.25,60.75,924,1,,,,,,,,-100
-64.25,61.25,926,1,,,,,,,,-100
-64.25,61.75,926,1,,,,,,,,-100
-64.25,62.25,926,1,,,,,,,,-100
-64.25,62.75,926,1,,,,,,,,-50
-64.25,63.25,926,1,,,,,,,,5
-64.25,68.25,926,1,,,,,,,,-100
-64.25,68.75,926,1,,,,,,,,-100
-63.75,-57.75,32,1,49.7335358,,,,,,,-100
-63.75,-57.25,32,1,49.599762,,,,,,,-100
-63.75,-56.75,32,1,51.3666077,,,,,,,-100
-63.75,-56.25,32,1,47.321064,,,,,,,-100
-63.75,-55.75,32,1,47.2460709,,,,,,,-100
-63.75,-55.25,32,1,42.3332901,,,,,,,-100
-63.75,-54.75,32,1,44.0516968,,,,,,,-100
-63.75,-54.25,32,1,42.5420074,,,,,,,-100
-63.75,-53.75,32,1,43.6644936,,,,,,,-100
-63.75,-53.25,32,1,45.4764023,,,,,,,-100
-63.75,-52.75,32,1,46.4740181,,,,,,,-100
-63.75,-52.25,32,1,45.483902,,,,,,,-100
-63.75,-51.75,32,1,45.2954788,,,,,,,-100
-63.75,-51.25,32,1,51.1650276,,,,,,,-100
-63.75,-50.75,32,1,48.2830925,,,,,,,-100
-63.75,-50.25,32,1,55.5278816,,,,,,,-100
-63.75,-49.75,32,1,59.1401825,,,,,,,-100
-63.75,-49.25,32,1,77.4441071,,,,,,,-100
-63.75,-47.75,32,1,70.4407196,,,,,,,-100
-63.75,-47.25,32,1,61.1711655,,,,,,,-100
-63.75,-46.75,32,1,66.4846191,,,,,,,-100
-63.75,-46.25,32,1,61.374176,,,,,,,-50
-63.75,-44.75,32,1,59.0558777,,,,,,,-50
-63.75,-44.25,32,1,59.1479111,,,,,,,-50
-63.75,-43.75,32,1,59.8262253,,,,,,,-50
-63.75,-43.25,32,1,56.313324,,,,,,,5
-63.75,-42.75,32,1,56.313324,,,,,,,5
-63.75,-41.75,32,1,59.8422127,,,,,,,-50
-63.75,-41.25,32,1,59.8422127,,,,,,,5
-63.75,42.25,926,1,107.392746,8.6380806,5.3620925,1.4031646,0.2798377,0.0426744,,-100
-63.75,42.75,926,1,107.1025543,8.2916622,5.0216794,1.3068177,0.2518954,0.0452373,,-50
-63.75,43.25,926,1,110.3885727,7.9434552,4.7071214,1.1561825,0.2339351,0.0388708,0.0166517,-100
-63.75,43.75,926,1,115.8780518,7.4691339,4.5017061,1.0369313,0.2057915,0.0310616,,-100
-63.75,44.25,926,1,115.8780518,7.0738325,4.1935487,0.9098013,0.1687913,0.0260601,,5
-63.75,59.75,926,1,65.481041,,,,,,,-100
-63.75,60.25,926,1,65.481041,,,,,,,-100
-63.75,60.75,926,1,,,,,,,,-100
-63.75,61.25,926,1,,,,,,,,-100
-63.75,61.75,926,1,,,,,,,,-100
-63.75,62.25,926,1,,,,,,,,-50
-63.75,62.75,926,1,,,,,,,,-100
-63.75,63.25,926,1,,,,,,,,-30
-63.75,67.75,926,1,,,,,,,,-100
-63.75,68.25,926,1,,,,,,,,-100
-63.75,68.75,926,1,,,,,,,,-100
-63.25,-57.75,32,1,46.5598907,,,,,,,-100
-63.25,-57.25,32,1,49.599762,,,,,,,-100
-63.25,-56.75,32,1,49.599762,,,,,,,-100
-63.25,-56.25,32,1,47.321064,,,,,,,-100
-63.25,-55.75,32,1,47.321064,,,,,,,-100
-63.25,-55.25,32,1,42.3332901,,,,,,,-100
-63.25,-54.75,32,1,42.3332901,,,,,,,-100
-63.25,-54.25,32,1,42.5420074,,,,,,,-100
-63.25,-53.75,32,1,42.5420074,,,,,,,-100
-63.25,-53.25,32,1,45.4764023,,,,,,,-100
-63.25,-52.75,32,1,45.4764023,,,,,,,-100
-63.25,-52.25,32,1,45.483902,,,,,,,-100
-63.25,-51.75,32,1,45.483902,,,,,,,-100
-63.25,-51.25,32,1,51.1650276,,,,,,,-100
-63.25,-50.75,32,1,51.1650276,,,,,,,-100
-63.25,-50.25,32,1,55.5278816,,,,,,,-100
-63.25,-49.75,32,1,55.5278816,,,,,,,-100
-63.25,-49.25,32,1,77.4441071,,,,,,,-100
-63.25,-47.75,32,1,68.9147873,,,,,,,-100
-63.25,-47.25,32,1,61.1711655,,,,,,,-100
-63.25,-46.75,32,1,61.1711655,,,,,,,-100
-63.25,-46.25,32,1,61.374176,,,,,,,-100
-63.25,-44.75,32,1,59.9582443,,,,,,,-50
-63.25,-44.25,32,1,59.1479111,,,,,,,-50
-63.25,-43.75,32,1,59.1479111,,,,,,,-50
-63.25,-43.25,32,1,56.313324,,,,,,,-50
-63.25,-42.75,32,1,56.313324,,,,,,,-20
-63.25,-42.25,32,1,59.8273125,,,,,,,-50
-63.25,-41.75,32,1,59.8273125,,,,,,,-30
-63.25,-41.25,32,1,59.8273125,,,,,,,5
-63.25,42.25,926,1,104.7103577,8.9981337,5.5334558,1.408563,0.2709678,0.0315354,0.0176453,-100
-63.25,42.75,926,1,107.1025543,8.4181366,5.1641636,1.4390504,0.277813,0.0388554,0.0123156,-100
-63.25,43.25,926,1,107.1025543,8.0410137,4.7491946,1.2536472,0.2355347,0.038282,0.0122026,-50
-63.25,43.75,926,1,115.8780518,7.5840421,4.3797894,1.161126,0.2361253,0.0318272,0.0135195,-100
-63.25,46.25,926,1,123.2358627,4.9484873,2.7339242,0.4482732,0.0459096,0.0300807,,-30
-63.25,59.25,926,1,65.481041,,,,,,,-100
-63.25,59.75,926,1,65.481041,,,,,,,-100
-63.25,60.25,926,1,65.481041,,,,,,,-100
-63.25,60.75,926,1,,,,,,,,-100
-63.25,62.25,926,1,,,,,,,,-100
-63.25,62.75,926,1,,,,,,,,-100
-63.25,68.25,926,1,,,,,,,,-100
-63.25,68.75,926,1,,,,,,,,-100
-62.75,-57.75,32,1,46.5598907,,,,,,,-100
-62.75,-57.25,32,1,48.8280106,,,,,,,-100
-62.75,-56.75,32,1,49.599762,,,,,,,-100
-62.75,-56.25,32,1,46.7517319,,,,,,,-100
-62.75,-55.75,32,1,47.321064,,,,,,,-100
-62.75,-55.25,32,1,41.5053787,,,,,,,-100
-62.75,-54.75,32,1,42.3332901,,,,,,,-100
-62.75,-54.25,32,1,43.3630905,,,,,,,-100
-62.75,-53.75,32,1,42.5420074,,,,,,,-100
-62.75,-53.25,32,1,47.6862946,,,,,,,-100
-62.75,-52.75,32,1,45.4764023,,,,,,,-100
-62.75,-52.25,32,1,48.4636002,,,,,,,-100
-62.75,-51.75,32,1,45.483902,,,,,,,-100
-62.75,-51.25,238,1,47.7240295,,,,,,,-100
-62.75,-50.75,238,1,51.1650276,,,,,,,-100
-62.75,-50.25,32,1,52.651825,,,,,,,-100
-62.75,-49.75,32,1,55.5278816,,,,,,,-100
-62.75,-49.25,32,1,59.8035851,,,,,,,-100
-62.75,-47.75,32,1,68.9147873,,,,,,,-100
-62.75,-47.25,32,1,59.4952774,,,,,,,-100
-62.75,-46.75,32,1,61.1711655,,,,,,,-100
-62.75,-46.25,32,1,58.1543388,,,,,,,-50
-62.75,-44.75,32,1,59.9582443,,,,,,,-50
-62.75,-44.25,32,1,58.4547272,,,,,,,-50
-62.75,-43.75,32,1,59.1479111,,,,,,,-50
-62.75,-43.25,32,1,56.8213425,,,,,,,-50
-62.75,-42.75,32,1,56.313324,,,,,,,-50
-62.75,-42.25,32,1,59.0546265,,,,,,,-50
-62.75,-41.75,32,1,59.8273125,,,,,,,-20
-62.75,-41.25,32,1,59.8273125,,,,,,,5
-62.75,42.25,926,1,104.7103577,9.2135868,5.6876335,1.4465457,0.2480854,0.0373716,,-100
-62.75,42.75,926,1,105.8611908,8.6622448,5.3251734,1.365514,0.2555312,0.071994,,-100
-62.75,43.25,926,1,107.1025543,8.2032413,4.962687,1.3456239,0.212832,0.0418576,0.0158589,-100
-62.75,43.75,926,1,111.4336243,7.693521,4.5854206,1.2349418,0.195454,0.0600523,,-100
-62.75,58.75,926,1,60.0454636,0.0088707,,,,,,-100
-62.75,59.25,926,1,65.481041,0.0072931,,,,,,-100
-62.75,59.75,926,1,65.481041,,,,,,,-100
-62.75,60.25,926,1,60.0454636,,,,,,,-100
-62.75,60.75,926,1,,,,,,,,-100
-62.75,62.25,926,1,,,,,,,,-100
-62.75,62.75,926,1,,,,,,,,-100
-62.75,65.75,926,1,,,,,,,,5
-62.75,68.25,926,1,,,,,,,,-100
-62.25,-57.75,32,1,45.2992287,,,,,,,-100
-62.25,-57.25,32,1,48.8280106,,,,,,,-100
-62.25,-56.75,32,1,48.8280106,,,,,,,-100
-62.25,-56.25,32,1,46.7517319,,,,,,,-100
-62.25,-55.75,32,1,46.7517319,,,,,,,-100
-62.25,-55.25,32,1,41.5053787,,,,,,,-100
-62.25,-54.75,32,1,41.5053787,,,,,,,-100
-62.25,-54.25,32,1,43.3630905,,,,,,,-100
-62.25,-53.75,32,1,43.3630905,,,,,,,-100
-62.25,-53.25,32,1,47.6862946,,,,,,,-100
-62.25,-52.75,32,1,47.6862946,,,,,,,-100
-62.25,-52.25,238,1,48.4636002,,,,,,,-100
-62.25,-51.75,238,1,48.4636002,,,,,,,-100
-62.25,-51.25,238,1,47.7240295,,,,,,,-100
-62.25,-50.75,238,1,47.7240295,,,,,,,-100
-62.25,-50.25,238,1,52.651825,,,,,,,-100
-62.25,-49.75,32,1,52.651825,,,,,,,-100
-62.25,-49.25,32,1,59.8035851,,,,,,,-100
-62.25,-47.75,32,1,63.8035812,,,,,,,-100
-62.25,-47.25,32,1,59.4952774,,,,,,,-100
-62.25,-46.75,32,1,59.4952774,,,,,,,-100
-62.25,-46.25,32,1,58.1543388,,,,,,,-50
-62.25,-43.75,32,1,58.4547272,,,,,,,-50
-62.25,-43.25,32,1,56.8213425,,,,,,,-50
-62.25,-42.75,32,1,56.8213425,,,,,,,-50
-62.25,-42.25,32,1,59.0546265,,,,,,,-30
-62.25,-41.75,32,1,59.0546265,,,,,,,-20
-62.25,-41.25,32,1,59.0546265,,,,,,,5
-62.25,-40.25,32,1,60.1000748,,,,,,,5
-62.25,42.25,926,1,104.0362244,9.5096941,5.9003839,1.5281324,0.306486,0.062057,,-100
-62.25,42.75,926,1,105.8611908,8.888422,5.5742426,1.4059012,0.252776,0.0788687,,-50
-62.25,43.25,926,1,105.8611908,8.4076796,5.244319,1.3181245,0.2375499,0.0344806,,-100
-62.25,43.75,926,1,111.4336243,7.9611259,4.911551,1.2873164,0.1657467,0.0276095,,-50
-62.25,44.25,926,1,111.4336243,7.3604956,4.4508991,1.1102232,0.1821946,0.0622209,,-50
-62.25,44.75,926,1,111.4336243,6.9525084,4.068882,0.9603174,0.1508223,0.0553435,,5
-62.25,50.25,926,1,125.9306946,2.0047586,1.0357962,0.0753611,0.0570627,0.023698,,5
-62.25,58.25,926,1,54.1151276,0.0122856,,,,,,-100
-62.25,58.75,926,1,60.0454636,0.0123712,,,,,,-100
-62.25,59.25,926,1,60.0454636,0.008943,,,,,,-100
-62.25,59.75,926,1,60.0454636,0.0079499,,,,,,-100
-62.25,60.25,926,1,60.0454636,,,,,,,-100
-62.25,60.75,926,1,,,,,,,,-100
-62.25,62.25,926,1,,,,,,,,-100
-62.25,62.75,926,1,,,,,,,,-100
-62.25,64.25,926,1,,,,,,,,-100
-62.25,64.75,926,1,,,,,,,,-100
-62.25,65.25,926,1,,,,,,,,5
-62.25,65.75,926,1,,,,,,,,-50
-61.75,-57.75,32,1,45.2992287,,,,,,,-100
-61.75,-57.25,32,1,47.813446,,,,,,,-100
-61.75,-56.75,32,1,48.8280106,,,,,,,-100
-61.75,-56.25,32,1,45.4674149,,,,,,,-100
-61.75,-55.75,32,1,46.7517319,,,,,,,-100
-61.75,-55.25,32,1,40.277565,,,,,,,-100
-61.75,-54.75,32,1,41.5053787,,,,,,,-100
-61.75,-53.75,32,1,43.3630905,,,,,,,-100
-61.75,-53.25,32,1,46.221508,,,,,,,-100
-61.75,-52.75,32,1,47.6862946,,,,,,,-100
-61.75,-52.25,238,1,46.0713501,,,,,,,-100
-61.75,-51.75,238,1,48.4636002,,,,,,,-100
-61.75,-51.25,238,1,48.7445717,,,,,,,-100
-61.75,-50.75,238,1,47.7240295,,,,,,,-100
-61.75,-50.25,238,1,48.6649132,,,,,,,-100
-61.75,-49.75,32,1,52.651825,,,,,,,-100
-61.75,-49.25,32,1,52.4341011,,,,,,,-100
-61.75,-47.75,32,1,63.8035812,,,,,,,-100
-61.75,-47.25,32,1,59.8192329,,,,,,,-100
-61.75,-46.75,32,1,59.4952774,,,,,,,-100
-61.75,-46.25,32,1,57.4317703,,,,,,,-100
-61.75,-43.75,32,1,58.4547272,,,,,,,-50
-61.75,-43.25,32,1,56.7163086,,,,,,,-50
-61.75,-42.75,32,1,56.8213425,,,,,,,-50
-61.75,-42.25,32,1,60.2127228,,,,,,,-50
-61.75,-41.75,32,1,59.0546265,,,,,,,-30
-61.75,-41.25,32,1,60.1000748,,,,,,,-30
-61.75,-40.75,32,1,60.1000748,,,,,,,-5
-61.75,-40.25,32,1,62.3095665,,,,,,,-10
-61.75,-39.75,32,1,62.3095665,,,,,,,0
-61.75,-39.25,32,1,62.3095665,,,,,,,5
-61.75,42.25,926,1,104.0362244,9.748518,5.9887953,1.547452,0.3069917,0.0410035,,-100
-61.75,42.75,926,1,105.6626892,9.068738,5.8070278,1.4751809,0.2639496,0.052404,,-50
-61.75,43.25,926,1,105.8611908,8.6783085,5.368885,1.423651,0.2051137,0.0568731,,-50
-61.75,43.75,926,1,109.4334717,8.2945995,5.1020441,1.2288713,0.1720391,0.0692273,,-100
-61.75,44.25,926,1,111.4336243,7.7486081,4.8685765,1.1310372,0.1915885,0.0468144,0.0134668,-100
-61.75,44.75,926,1,111.4336243,7.1480622,4.4576235,1.063872,0.1475599,0.0477769,,5
-61.75,56.75,926,1,59.3079834,0.0259751,0.0151366,,,,,5
-61.75,57.75,926,1,59.831459,0.0218242,0.0165551,,,,,-100
-61.75,58.25,926,1,54.1151276,0.0178836,0.0141171,,,,,-100
-61.75,58.75,926,1,61.8276138,0.0181102,0.0108768,,,,,-100
-61.75,59.25,926,1,60.0454636,0.0145024,0.0099921,,,,,-100
-61.75,59.75,926,1,60.0454636,0.0094884,0.0071673,,,,,-100
-61.75,60.25,926,1,61.8276138,,,,,,,-100
-61.75,60.75,926,1,,,,,,,,-100
-61.75,62.25,926,1,,,,,,,,-100
-61.75,62.75,926,1,,,,,,,,-100
-61.75,64.25,926,1,,,,,,,,-100
-61.75,64.75,926,1,,,,,,,,-100
-61.75,65.25,926,1,,,,,,,,-100
-61.75,65.75,926,1,,,,,,,,-50
-61.25,-57.75,32,1,44.3418503,,,,,,,-100
-61.25,-57.25,32,1,47.813446,,,,,,,-100
-61.25,-56.75,32,1,47.813446,,,,,,,-100
-61.25,-56.25,32,1,45.4674149,,,,,,,-100
-61.25,-55.75,32,1,45.4674149,,,,,,,-100
-61.25,-55.25,32,1,40.277565,,,,,,,-100
-61.25,-54.75,32,1,40.277565,,,,,,,-100
-61.25,-53.25,32,1,46.221508,,,,,,,-100
-61.25,-52.75,238,1,46.221508,,,,,,,-100
-61.25,-52.25,238,1,46.0713501,,,,,,,-100
-61.25,-51.75,238,1,46.0713501,,,,,,,-100
-61.25,-51.25,238,1,48.7445717,,,,,,,-100
-61.25,-50.75,238,1,48.7445717,,,,,,,-100
-61.25,-50.25,238,1,48.6649132,,,,,,,-100
-61.25,-49.75,238,1,48.6649132,,,,,,,-100
-61.25,-49.25,32,1,52.4341011,,,,,,,-100
-61.25,-47.75,32,1,56.2339287,,,,,,,-100
-61.25,-47.25,32,1,59.8192329,,,,,,,-100
-61.25,-46.75,32,1,59.8192329,,,,,,,-100
-61.25,-46.25,32,1,57.4317703,,,,,,,-100
-61.25,-44.75,32,1,59.4427109,,,,,,,-100
-61.25,-44.25,32,1,57.9803619,,,,,,,-50
-61.25,-43.75,32,1,57.9803619,,,,,,,-50
-61.25,-43.25,32,1,56.7163086,,,,,,,-50
-61.25,-42.75,32,1,56.7163086,,,,,,,-50
-61.25,-42.25,32,1,60.2127228,,,,,,,-50
-61.25,-41.75,32,1,60.2127228,,,,,,,-50
-61.25,-41.25,32,1,60.1000748,,,,,,,-30
-61.25,-40.75,32,1,60.1000748,,,,,,,-30
-61.25,-40.25,32,1,62.3095665,,,,,,,-20
-61.25,-39.75,32,1,62.3095665,,,,,,,-10
-61.25,-39.25,32,1,62.3095665,,,,,,,5
-61.25,42.25,926,1,105.568367,9.6825275,5.991034,1.5866028,0.2577676,0.0441469,,-100
-61.25,42.75,926,1,105.6626892,9.4576406,5.8607764,1.4674832,0.2708856,0.0492302,,-50
-61.25,43.25,926,1,105.6626892,8.9379654,5.4526372,1.5213468,0.2904801,0.0460351,0.0132331,-50
-61.25,43.75,926,1,109.4334717,8.4732103,5.1769986,1.3265884,0.2417316,0.0338519,,-100
-61.25,44.25,926,1,109.4334717,8.1079855,5.0215592,1.2709332,0.186179,0.0391415,,-100
-61.25,44.75,926,1,109.4334717,7.389523,4.5664434,1.0421728,0.1760921,0.035364,,5
-61.25,45.25,926,1,117.333847,6.9531717,4.2555008,0.8570666,0.0955797,0.0384721,,5
-61.25,45.75,926,1,122.3044205,6.3828945,3.6758809,0.8117126,0.1013385,0.0300592,,-30
-61.25,46.75,926,1,122.6763306,5.2949533,3.0131352,0.4804185,0.0593501,0.0279905,,-30
-61.25,47.25,926,1,122.6763306,4.7616348,2.6880856,0.4112408,0.044067,0.025359,,-10
-61.25,56.25,926,1,61.1500549,0.0371842,0.0185951,0.0126166,,,,5
-61.25,56.75,926,1,59.3079834,0.0308898,0.0176624,,,,,-50
-61.25,57.25,926,1,59.3079834,0.023372,0.0157521,,,,,-100
-61.25,57.75,926,1,59.831459,0.0283418,0.0180769,,,,,-100
-61.25,58.25,926,1,59.831459,0.0285817,0.016246,,,,,-100
-61.25,58.75,926,1,61.8276138,0.0203882,0.0140213,,,,,-100
-61.25,59.25,926,1,61.8276138,0.0178998,,,,,,-100
-61.25,59.75,926,1,61.8276138,0.0127996,0.0099095,,,,,-100
-61.25,60.25,926,1,61.8276138,,,,,,,-100
-61.25,60.75,926,1,,,,,,,,-100
-61.25,62.25,926,1,,,,,,,,-100
-61.25,62.75,926,1,,,,,,,,-100
-61.25,64.25,926,1,,,,,,,,-100
-61.25,64.75,926,1,,,,,,,,-100
-61.25,65.25,926,1,,,,,,,,-100
-61.25,65.75,926,1,,,,,,,,-100
-60.75,-57.75,32,1,44.3418503,,,,,,,-100
-60.75,-57.25,32,1,46.1286736,,,,,,,-100
-60.75,-56.75,32,1,47.813446,,,,,,,-100
-60.75,-56.25,32,1,44.204834,,,,,,,-100
-60.75,-55.75,32,1,45.4674149,,,,,,,-100
-60.75,-55.25,32,1,39.5516624,,,,,,,-100
-60.75,-54.25,32,1,42.0436935,,,,,,,-100
-60.75,-53.25,32,1,45.0038109,,,,,,,-100
-60.75,-52.75,238,1,46.221508,,,,,,,-100
-60.75,-52.25,238,1,41.2871742,,,,,,,0
-60.75,-51.75,238,1,46.0713501,,,,,,,-50
-60.75,-51.25,238,1,46.3289528,,,,,,,-100
-60.75,-50.75,238,1,48.7445717,,,,,,,-100
-60.75,-50.25,238,1,47.3464546,,,,,,,-100
-60.75,-49.75,238,1,48.6649132,,,,,,,-100
-60.75,-49.25,32,1,47.5646019,,,,,,,-100
-60.75,-47.75,32,1,56.2339287,,,,,,,-100
-60.75,-47.25,32,1,53.8694572,,,,,,,-100
-60.75,-46.75,32,1,59.8192329,,,,,,,-100
-60.75,-46.25,32,1,57.0105553,,,,,,,-100
-60.75,-44.75,32,1,59.4427109,,,,,,,-100
-60.75,-44.25,32,1,58.1797104,,,,,,,-100
-60.75,-43.75,32,1,57.9803619,,,,,,,-50
-60.75,-43.25,32,1,56.2082634,,,,,,,-50
-60.75,-42.75,32,1,56.7163086,,,,,,,-50
-60.75,-42.25,32,1,59.1755371,,,,,,,-50
-60.75,-41.75,32,1,60.2127228,,,,,,,-50
-60.75,-41.25,32,1,61.4722061,,,,,,,-50
-60.75,-40.75,32,1,60.1000748,,,,,,,-50
-60.75,-40.25,32,1,59.5293655,,,,,,,-30
-60.75,-39.75,32,1,62.3095665,,,,,,,-20
-60.75,-39.25,32,1,62.3095665,,,,,,,5
-60.75,42.25,926,1,105.568367,9.7513151,6.1887035,1.6267823,0.2514423,0.0444788,0.014083,-100
-60.75,42.75,926,1,107.5044556,9.5460434,5.903429,1.4107579,0.2520004,0.0484861,,-100
-60.75,43.25,926,1,105.6626892,9.1461,5.6098781,1.4627459,0.2389265,0.0307162,,-30
-60.75,43.75,926,1,111.0099716,8.6272449,5.3023348,1.376338,0.2381276,0.0892303,0.0126501,-20
-60.75,44.25,926,1,109.4334717,8.2007103,4.9511085,1.2266167,0.185674,0.0428274,0.0154807,-50
-60.75,44.75,926,1,117.333847,7.7645884,4.6558013,1.1728357,0.1450321,0.0339815,,-30
-60.75,45.25,926,1,117.333847,7.3009434,4.2662463,0.9432108,0.1210929,0.0252386,0.0120708,5
-60.75,45.75,926,1,120.2107239,6.7594261,3.8692024,0.7731282,0.0703254,0.0200577,,5
-60.75,47.25,926,1,122.6763306,5.085649,2.8615112,0.418608,0.0415183,0.0264293,,-50
-60.75,47.75,926,1,117.5343628,4.5620575,2.4062612,0.2733983,0.0407157,0.0226969,,-100
-60.75,56.25,926,1,61.1500549,0.0693456,0.033167,0.0175735,,,,-5
-60.75,56.75,926,1,62.3414497,0.0456285,0.0229625,0.0122224,,,,-100
-60.75,57.25,926,1,59.3079834,0.0318014,0.0181985,0.0128364,,,,-100
-60.75,57.75,926,1,64.7035599,0.0268858,0.0214047,,,,,-100
-60.75,58.25,926,1,59.831459,0.0275779,0.0193903,0.0112353,,,,-100
-60.75,58.75,926,1,52.503273,0.0328451,0.0132575,,,,,-100
-60.75,59.25,926,1,61.8276138,0.0204917,0.0107156,,,,,-100
-60.75,59.75,926,1,61.8276138,0.0155789,0.0110782,,,,,-100
-60.75,60.25,926,1,52.503273,,,,,,,-100
-60.75,60.75,926,1,,,,,,,,-100
-60.75,62.25,926,1,,,,,,,,-100
-60.75,62.75,926,1,,,,,,,,-100
-60.75,64.25,926,1,,,,,,,,-100
-60.75,64.75,926,1,,,,,,,,-100
-60.75,65.25,926,1,,,,,,,,-100
-60.75,65.75,926,1,,,,,,,,-100
-60.25,-57.75,32,1,43.9554825,,,,,,,-100
-60.25,-57.25,32,1,46.1286736,,,,,,,-100
-60.25,-56.75,32,1,46.1286736,,,,,,,-100
-60.25,-56.25,32,1,44.204834,,,,,,,-100
-60.25,-55.75,32,1,44.204834,,,,,,,-100
-60.25,-55.25,32,1,39.5516624,,,,,,,-100
-60.25,-54.25,32,1,42.0436935,,,,,,,-100
-60.25,-53.25,238,1,45.0038109,,,,,,,-100
-60.25,-52.75,238,1,45.0038109,,,,,,,-100
-60.25,-52.25,238,1,41.2871742,,,,,,,0
-60.25,-51.25,238,1,46.3289528,,,,,,,-100
-60.25,-50.75,238,1,46.3289528,,,,,,,-100
-60.25,-50.25,238,1,47.3464546,,,,,,,-100
-60.25,-49.75,238,1,47.3464546,,,,,,,-100
-60.25,-49.25,238,1,47.5646019,,,,,,,-100
-60.25,-48.75,238,1,47.5646019,,,,,,,-100
-60.25,-48.25,238,1,49.2374649,,,,,,,-100
-60.25,-47.75,238,1,49.2374649,,,,,,,-100
-60.25,-45.25,32,1,59.0698891,,,,,,,-100
-60.25,-44.75,32,1,59.0698891,,,,,,,-100
-60.25,-44.25,32,1,58.1797104,,,,,,,-100
-60.25,-43.75,32,1,58.1797104,,,,,,,-50
-60.25,-43.25,32,1,56.2082634,,,,,,,-50
-60.25,-42.75,32,1,56.2082634,,,,,,,-50
-60.25,-42.25,32,1,59.1755371,,,,,,,-50
-60.25,-41.75,32,1,59.1755371,,,,,,,-50
-60.25,-41.25,32,1,61.4722061,,,,,,,-50
-60.25,-40.75,32,1,61.4722061,,,,,,,-50
-60.25,-40.25,32,1,59.5293655,,,,,,,-30
-60.25,-39.75,32,1,59.5293655,,,,,,,-30
-60.25,-39.25,32,1,59.5293655,,,,,,,5
-60.25,-38.75,32,1,59.5293655,,,,,,,5
-60.25,43.25,926,1,107.5044556,9.2415485,5.666255,1.2939994,0.1925559,0.047419,,-50
-60.25,43.75,926,1,111.0099716,8.9145174,5.3436642,1.256925,0.2168231,0.0477656,,-100
-60.25,44.25,926,1,111.0099716,8.418087,5.0294952,1.2278184,0.179423,0.0251764,0.0145783,-50
-60.25,44.75,926,1,117.333847,7.9860277,4.7881656,1.0750979,0.1437468,0.0288055,0.0126121,-50
-60.25,45.25,926,1,117.333847,7.3133698,4.335741,0.9900805,0.0863669,0.0335498,0.0138541,5
-60.25,45.75,926,1,120.2107239,6.8500676,4.051877,0.8019667,0.080002,0.021989,,5
-60.25,46.75,926,1,120.540802,6.0247102,3.2237432,0.5939622,0.0343069,0.0206879,,-100
-60.25,47.25,926,1,120.540802,5.4151211,2.9385679,0.3717198,0.0400518,0.0251608,,-100
-60.25,47.75,926,1,117.5343628,4.7653198,2.5741506,0.2966531,0.0559876,0.0200964,,-100
-60.25,55.25,926,1,68.5284195,0.2088414,0.0951635,0.0193043,,,,-20
-60.25,55.75,926,1,61.1500549,0.163536,0.0537315,0.024918,,,,-30
-60.25,56.25,926,1,61.1500549,0.1313471,0.0450701,0.0171951,,,,-100
-60.25,56.75,926,1,62.3414497,0.0972561,0.0353651,0.0161955,,,,-100
-60.25,57.25,926,1,62.3414497,0.0620571,0.023304,0.0139556,,,,-100
-60.25,57.75,926,1,64.7035599,0.041179,0.0296384,0.0123859,,,,-100
-60.25,58.25,926,1,64.7035599,0.0345012,0.0188468,0.0119657,,,,-100
-60.25,58.75,926,1,52.503273,0.0376639,0.0217443,,,,,-100
-60.25,59.25,926,1,52.503273,0.0250153,0.0136126,,,,,-100
-60.25,59.75,926,1,52.503273,0.0139817,0.0151005,,,,,-100
-60.25,60.25,926,1,52.503273,,,,,,,-100
-60.25,60.75,926,1,,,,,,,,-100
-60.25,61.25,926,1,,,,,,,,-100
-60.25,61.75,926,1,,,,,,,,-100
