Unit_ID,Unit_Name,Unit_name_local_script,Fuel_type,Unit_type,Country_Area,Subnational_unit__province__state_,Latitude,Longitude,Location_accuracy,Status,Status_year,Discovery_year,FID_Year,Production_start_year,Operator,Owner,Parent,Onshore_Offshore,Production_Type,Basin,Concession___block,Project_or_complex,Government_unit_ID,Wiki_URL,TS,Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,Bathymetry_class,Bathymetry_GEBCO_1km
OG0017212,Aries-Aries Norte (Estado Nacional),Aries-Aries Norte (Estado Nacional),oil and gas,field,Argentina,Estado Nacional,-52.68165,-68.0468,approximate,operating,2022,,,,Total Austral Sa,TotalEnergies (37.5%);Wintershall Energia SA (37.5%);Pan American Energy (25%),TotalEnergies (37.5%);BASF SE (27.3%);LetterOne Holdings (10.2%);Bridas Corp. (12.5%);BP (12.5%),Offshore,Unknown,Austral,Cuenca Marina Austral 1,,AES_TAU_EN,https://www.gem.wiki/Aries-Aries_Norte_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina),,,,,,,-50,-74
OG0017228,Cañadon Alfa-Ara-Ara Sur-Antares-Argo (Tierra del Fuego),Cañadon Alfa-Ara-Ara Sur-Antares-Argo (Tierra del Fuego),oil and gas,field,Argentina,Tierra del Fuego,-52.71909,-68.4018,approximate,operating,2024,,,,Total Austral S.A.,TotalEnergies Austral S.A. (37.5%);Wintershall Energia SA (37.5%);Pan American Energy (25%),TotalEnergies (37.5%);BASF SE (27.3%);LetterOne Holdings (10.2%);Bridas Corp. (12.5%);BP (12.5%),Offshore,Conventional,Austral,Cuenca Marina Austral 1,Cañadon Alfa-Ara-Ara Sur-Antares-Argo; Cuenca Marina Austral (CMA I),ALF_TAU_TF,https://www.gem.wiki/Cañadon_Alfa-Ara-Ara_Sur-Antares-Argo_(Tierra_del_Fuego)_Oil_and_Gas_Field_(Argentina),,,,,,,-30,-23
OG0017335,Magallanes (Estado Nacional),Magallanes (Estado Nacional),oil and gas,field,Argentina,Estado Nacional,-52.5623,-68.2474,exact,operating,2024,,,,Enap Sipetrol Argentina S.A.,YPF (50%);Enap Sipetrol Argentina S.A. (50%),YPF (50%);ENAP (50%),Offshore,Unknown,Austral,Magallanes,,MAG_SIPA_EN,https://www.gem.wiki/Magallanes_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina),,,,,,,-50,-73
OG0017336,Magallanes (Santa Cruz),Magallanes (Santa Cruz),oil and gas,field,Argentina,Santa Cruz,-52.56227,-68.24742,approximate,operating,2024,,,,Enap Sipetrol Argentina S.A.,YPF (50%);Enap Sipetrol Argentina S.A. (50%),YPF (50%);ENAP (50%),Offshore,Conventional,Austral,Magallanes,Magallanes (Santa Cruz),MAG_SIPA_SC,https://www.gem.wiki/Magallanes_(Santa_Cruz)_Oil_and_Gas_Field_(Argentina),,,,,,,-50,-73
OG0017337,Magallanes (Tierra del Fuego),Magallanes (Tierra del Fuego),oil and gas,field,Argentina,Tierra del Fuego,-52.56227,-68.24742,approximate,operating,2022,,,,Enap Sipetrol Argentina Sa,YPF (50%);Enap Sipetrol Argentina S.A. (50%),YPF (50%);ENAP (50%),Offshore,Conventional,Austral,"Magallanes, Poseidon",Magallanes (Tierra del Fuego),MAG_SIPA_TF,https://www.gem.wiki/Magallanes_(Tierra_del_Fuego)_Oil_and_Gas_Field_(Argentina),,,,,,,-50,-73
OG0017392,Vega Pleyade (Estado Nacional),Vega Pléyade (Estado Nacional),oil and gas,field,Argentina,Estado Nacional,-53.4357,-67.7269,exact,operating,2024,,,,Total Austral S.A.,TotalEnergies Austral S.A. (37.5%);Wintershall Energia SA (37.5%);Pan American Energy (25%),TotalEnergies (37.5%);BASF SE (27.3%);LetterOne Holdings (10.2%);Bridas Corp. (12.5%);BP (12.5%),Offshore,Conventional,Austral,Cuenca Marina Austral 1,Vega Pleyade; Cuenca Marina Austral (CMA I),VPY_TAU_EN,https://www.gem.wiki/Vega_Pleyade_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina),,,,,,,-30,-48
OG0017393,Vega Pleyade (Tierra del Fuego),Vega Pléyade (Tierra del Fuego),oil and gas,field,Argentina,Tierra del Fuego,-53.4357,-67.7269,exact,operating,2024,,,2010,Total Austral S.A.,TotalEnergies Austral S.A. (37.5%);Wintershall Energia SA (37.5%);Pan American Energy (25%),TotalEnergies (37.5%);BASF SE (27.3%);LetterOne Holdings (10.2%);Bridas Corp. (12.5%);BP (12.5%),Offshore,Conventional,Austral,Cuenca Marina Austral 1,Vega Pleyade; Cuenca Marina Austral (CMA I),VPY_TAU_TF,https://www.gem.wiki/Vega_Pleyade_(Tierra_del_Fuego)_Oil_and_Gas_Field_(Argentina),,,,,,,-30,-48
OG0018940,Fenix,Fénix,gas,field,Argentina,Tierra del Fuego,-53.0714,-67.5616,exact,operating,2024,1985,2022,2024,Totalenergies Austral S.A.,TotalEnergies Austral S.A. (37.5%);Wintershall Energia SA (37.5%);Pan American Energy (25%),TotalEnergies (37.5%);BASF SE (27.3%);LetterOne Holdings (10.2%);Bridas Corp. (12.5%);BP (12.5%),Offshore,Conventional,Austral,CMA-1,Fenix,,"https://www.gem.wiki/Fenix_Gas_Field_(Tierra_del_Fuego,_Argentina)",,,,,,,-50,-71
OG0017227,Carina-Fenix-Orion-Orion Norte-Orion Oeste (Estado Nacional),Carina-Fenix-Orion-Orion Norte-Orion Oeste (Estado Nacional),oil and gas,field,Argentina,Estado Nacional,-52.94268,-67.26812,approximate,operating,2024,,,,Total Austral S.A.,TotalEnergies (37.5%);Wintershall Energia SA (37.5%);Pan American Energy (25%),TotalEnergies (37.5%);BASF SE (27.3%);LetterOne Holdings (10.2%);Bridas Corp. (12.5%);BP (12.5%),Offshore,Conventional,Austral,Cuenca Marina Austral 1,Carina-Fenix-Orion-Orion Norte-Orion Oeste,FEX_TAU_EN,https://www.gem.wiki/Carina-Fenix-Orion-Orion_Norte-Orion_Oeste_(Estado_Nacional)_Oil_and_Gas_Field_(Argentina),,,,,,,-50,-81
OG0013107,Luiperd,,oil and gas,field,South Africa,,-35.7985,23.1777,exact,in development,2022,2020,,2026 (expected),TotalEnergies,TotalEnergies (45%);QatarEnergy (25%);Main Street (10%);CNR International (20%),TotalEnergies (45%);QatarEnergy (25%);Africa Energy Corp. (4.9%);Canadian Natural Resources (20%),Offshore,Conventional,Outeniqua,11B/12B,Paddavissie Fairway,,https://www.gem.wiki/Luiperd_Oil_and_Gas_Field_(South_Africa),0.073072,0.0269757,0.0117,,,,-100,-2038
OG0013108,Brulpadda,,oil and gas,field,South Africa,,-35.8797,22.821,exact,in development,2022,2019,,2027 (expected),TotalEnergies,TotalEnergies (45%);QatarEnergy (25%);Main Street (10%);CNR International (20%),TotalEnergies (45%);QatarEnergy (25%);Africa Energy Corp. (4.9%);Canadian Natural Resources (20%),Offshore,Conventional,Outeniqua,11B/12B,Paddavissie Fairway,,https://www.gem.wiki/Brulpadda_Oil_and_Gas_Field_(South_Africa),0.0682566,0.0220517,,,,,-100,-1746
OG0017498,Platanna,,oil and gas,field,South Africa,,-35.512,22.57,exact,discovered,2022,,,,TotalEnergies,TotalEnergies (45%);QatarEnergy (25%);Main Street (10%);Canadian Natural Resources (20%),TotalEnergies (45%);QatarEnergy (25%);Africa Energy Corp. (4.9%);Canadian Natural Resources (20%),Offshore,Conventional,,11B/12B,,,https://www.gem.wiki/Platanna_Oil_and_Gas_Field_(South_Africa),0.043916,0.0251455,,,,,-100,-615
OG0017522,Paddavissie Fairway,,oil and gas,complex,South Africa,,-35.454,22.939,approximate,discovered,2022,,,2026 (expected),TotalEnergies,TotalEnergies (45%);QatarEnergy (25%);Main Street (10%);CNR International (20%),TotalEnergies (45%);QatarEnergy (25%);Africa Energy Corp. (4.9%);Canadian Natural Resources (20%),Offshore,Conventional,Outeniqua,11B/12B,Paddavissie Fairway,,https://www.gem.wiki/Paddavissie_Fairway_Oil_and_Gas_Complex_(South_Africa),0.0526386,0.0217448,0.0121718,,,,-100,-1189
OG0009654,Marlin,,oil and gas,field,Australia,Victoria,-38.231667,148.219167,exact,operating,2016,1966,,1969,Esso,Esso (50%);Woodside energy (50%),ExxonMobil (50%),Offshore,Unknown,Gippsland,,Marlin,VIC/L03,"https://www.gem.wiki/Marlin_Oil_and_Gas_Field_(Victoria,_Australia)",0.1186159,0.0445846,0.0222298,0.0225282,0.0132078,,-50,-58
OG0009659,Snapper,,oil and gas,field,Australia,Victoria,-38.20055064,147.9557265,approximate,operating,2023,1968,,1981,Esso,Esso (50%);Woodside energy (50%),ExxonMobil (50%),Offshore,Unknown,Gippsland,VIC/L10,,VIC/L10,"https://www.gem.wiki/Snapper_Oil_and_Gas_Field_(Victoria,_Australia)",0.0914533,0.0501123,0.0236731,0.0223917,0.0130918,,-50,-52
OG0010812,Kipper,,oil and gas,field,Australia,Victoria,-38.18,148.59,exact,operating,2024,1986,,2017,ExxonMobil,ExxonMobil (32.5%);Mitsui & Co (35%);Woodside Energy Group (32.5%),ExxonMobil (32.5%);Mitsui & Co (35%);Woodside Energy Group (32.5%),Offshore,Conventional,Gippsland,Vic/L9; Vic/L25,Kipper Tuna Turrum,,"https://www.gem.wiki/Kipper_Oil_and_Gas_Field_(Victoria,_Australia)",0.1736124,0.0414608,0.0218838,0.022588,0.0136249,,-50,-89
OG0010816,Barracouta West,,oil and gas,field,Australia,Victoria,-38.29468919,147.6180355,approximate,operating,2024,1969,2018,2021,Esso Australia Pty Ltd,Woodside Energy (50%);Esso Australia Resources Pty Ltd. (50%),Woodside Energy Group (50%);ExxonMobil (50%),Offshore,Conventional,,VIC/L1; VIC/L2,,,"https://www.gem.wiki/Barracouta_West_Oil_and_Gas_Field_(Victoria,_Australia)",0.0510453,0.04713,0.0220663,0.0222756,0.0125132,,-30,-42
OG0013070,Enterprise,,oil and gas,field,Australia,Victoria,-38.64,142.97,exact,operating,2024,2020,2022,2024,Beach Energy Ltd,Beach Energy Ltd. (60%);O.G. Energy Holdings Ltd. (40%),Beach Energy Ltd. (60%);O.G. Energy Holdings Ltd. (40%),Offshore,Conventional,,VicP42,Enterprise,,"https://www.gem.wiki/Enterprise_Oil_and_Gas_Field_(Victoria,_Australia)",0.08949,0.057226,0.0212099,0.0163521,,,5,-28
OG0014049,Trefoil,,oil and gas,field,Australia,Tasmania,-39.915167,145.323833,exact,discovered,2023,2004,,2027 (expected),Beach Energy Ltd,Beach Energy Ltd. (90.2%);ONGC,Beach Energy Ltd. (90.2%);Oil and Natural Gas Corporation (ONGC),Offshore,Conventional,Bass,T/RL2,Trefoil,,"https://www.gem.wiki/Trefoil_Oil_and_Gas_Field_(Tasmania,_Australia)",0.0417829,0.0368386,0.0218775,0.0219322,0.0120096,,-50,-64
OG0014050,Manta,,oil and gas,field,Australia,Victoria,-38.28,148.72,exact,discovered,2023,,,2028 (expected),Cooper Energy,Cooper Energy (100%),Cooper Energy (100%),Offshore,Conventional,Gipplsand,VIC/RL14,Manta,,"https://www.gem.wiki/Manta_Oil_and_Gas_Field_(Victoria,_Australia)",0.1809144,0.0474842,0.0218446,0.0225235,0.0136047,,-100,-130
OG0014060,Judith,,oil and gas,project,Australia,Victoria,-38.15,148.54,exact,discovered,2023,1989,,2027 (expected),Emperor Energy,Emperor Energy (100%),Emperor Energy (100%),Offshore,Conventional,Gippsland,Vic/P47,Judith,,"https://www.gem.wiki/Judith_Oil_and_Gas_Project_(Victoria,_Australia)",0.165493,0.0396175,0.0218833,0.0226441,0.0135142,,-50,-66
OG0014100,Kupe,,oil and gas,field,New Zealand,,-39.8564,174.1139,exact,operating,2022,,,2009,Beach Energy Ltd,Beach Energy Ltd. (50%);Genesis (46%);New Zealand Oil & Gas Ltd (4%),Beach Energy Ltd. (50%);New Zealand Oil & Gas Ltd (4%),Offshore,Conventional,Taranaki,PML 38146,Kupe,,https://www.gem.wiki/Kupe_Oil_and_Gas_Field_(New_Zealand),2.4477243,0.4882451,0.0330497,0.0235024,,,-30,-33
OG0014101,Maui,,oil and gas,field,New Zealand,,-39.564,173.422,approximate,operating,2022,1969,,1979,OMV New Zealand,OMV New Zealand (55%);Energy Petroleum Holdings (45%),OMV Aktiengesellschaft (55%);OMV New Zealand (45%),Offshore,Conventional,Taranaki,381012,Maui,,https://www.gem.wiki/Maui_Oil_and_Gas_Field_(New_Zealand),2.4946234,0.4708859,0.02444,0.0228379,,,-100,-111
OG0014103,Maari,,oil and gas,field,New Zealand,,-39.9694,173.3119,exact,operating,2022,1983,,2009,OMV New Zealand,Jadestone Energy (69%);Horizon Oil (26%);Cue Taranaki (5%),Jadestone Energy (69%);Horizon Oil (26%);Cue Energy (nan%),Offshore,Conventional,Taranaki,PMP 38160,Maari,,https://www.gem.wiki/Maari_Oil_and_Gas_Field_(New_Zealand),2.2301116,0.440307,0.0327545,0.0231867,,,-50,-102
OG0018030,Pohokura,,oil and gas,field,New Zealand,,-38.9488,174.2911,exact,operating,2023,2000,,2006,OMV New Zealand,OMV New Zealand (74%);Todd Energy (26%),OMV Aktiengesellschaft (74%);Todd Corporation (26%),Offshore,Conventional,Taranaki,38154,Pohokura,,https://www.gem.wiki/Pohokura_Oil_and_Gas_Field_(New_Zealand),2.8577898,0.64499,0.0423667,0.0236587,,,-5,-22
OG0000002,Abalone,Abalone,oil and gas,field,Brazil,Espírito Santo,-21.36,-39.612,exact,operating,2024,2001,,2009,Shell Brasil Petróleo Ltda.,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),Offshore,Conventional,Campos,BC-10,Parque das Conchas,,"https://www.gem.wiki/Abalone_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-1918
OG0000008,Albacora,Albacora,oil and gas,field,Brazil,Rio de Janeiro,-22.131,-39.961,exact,operating,2024,1984,,1987,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,,,"https://www.gem.wiki/Albacora_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-337
OG0000009,Albacora Leste,Albacora Leste,oil and gas,field,Brazil,Rio de Janeiro,-22.111,-39.746,exact,operating,2024,1986,,1998,Petro Rio Jaguar Petróleo S.A.,Petro Rio Jaguar Petróleo S.A. (90%);Repsol Sinopec (10%),PRIO (90%);Repsol Resources UK (nan%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Albacora_Leste_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1834
OG0000016,Tupi (non-contracted area),Tupi (Área não contratada),oil and gas,field,Brazil,Rio de Janeiro,-24.6499,-43.4723,approximate,operating,2023,,,,Petrobras,,,Offshore,Conventional,Santos,,,,"https://www.gem.wiki/Tupi_(non-contracted_area)_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1489
OG0000031,Argonauta,Argonauta,oil and gas,field,Brazil,Espírito Santo,-21.205,-39.853,exact,operating,2024,2000,,2010,Shell Brasil ,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),Offshore,Conventional,Campos,BC-10,Parque das Conchas,,"https://www.gem.wiki/Argonauta_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-1632
OG0000036,Atapu,Atapu,oil and gas,field,Brazil,Rio de Janeiro,-24.952,-42.469,exact,operating,2024,2013,,2020,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Santos,,"Iara, Atapu",,"https://www.gem.wiki/Atapu_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-2289
OG0000037,Atlanta,Atlanta,oil and gas,field,Brazil,Rio de Janeiro,-24.113,-41.893,exact,operating,2024,2001,,2016,Enauta Energia,Enauta Energia (100%),Enauta Energia SA (100%),Offshore,Conventional,Santos,,,,"https://www.gem.wiki/Atlanta_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1551
OG0000040,Bacalhau,Bacalhau,oil and gas,field,Brazil,Rio Grande do Norte,-25.472,-44.003,exact,shut in,2023,2012,2021,2025 (expected),Equinor Brasil,Equinor Brasil (40%);ExxonMobil Brasil (40%);Petrogal Brasil (20%),"Equinor ASA (40%);ExxonMobil (40%);Galp Energia, SGPS, S.A. (20%)",Offshore,Unconventional,,BM-S-8,Bacalhau,,"https://www.gem.wiki/Bacalhau_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)",,,,,,,-100,-2021
OG0000041,Bacalhau Norte,Bacalhau Norte,oil and gas,field,Brazil,São Paulo,-25.334,-43.992,exact,discovered,2022,2012,,2029 (expected),Equinor Brasil,Equinor Brasil (40%);ExxonMobil Brasil (40%);Petrogal Brasil (20%),"Equinor ASA (40%);ExxonMobil (40%);Galp Energia, SGPS, S.A. (20%)",Offshore,Conventional,Santos,BM-S-8,Bacalhau,,"https://www.gem.wiki/Bacalhau_Norte_Oil_and_Gas_Field_(São_Paulo,_Brazil)",,,,,,,-100,-2050
OG0000042,Badejo,Badejo,oil and gas,field,Brazil,Rio de Janeiro,-22.693,-40.868,exact,operating,2022,1975,,1981,Petrobras,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,,,,,"https://www.gem.wiki/Badejo_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-50,-89
OG0000043,Bagre,Bagre,oil and gas,field,Brazil,Rio de Janeiro,-22.413,-40.474,exact,operating,2024,1975,,1984,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Bagre_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-109
OG0000046,Baleia Anã,Baleia Anã,oil and gas,field,Brazil,Espírito Santo,-21.148,-39.98,exact,operating,2024,2003,,2015,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Conventional,Campos,,Parque das Baleias,,"https://www.gem.wiki/Baleia_Anã_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-1468
OG0000049,Barracuda,Barracuda,oil and gas,field,Brazil,Rio de Janeiro,-22.564,-40.241,exact,operating,2024,1990,,1997,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,,,"https://www.gem.wiki/Barracuda_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-848
OG0000053,Baúna,Baúna,oil and gas,field,Brazil,São Paulo,-26.437,-46.527,exact,operating,2024,2008,,2012,Karoon,Karoon (100%),Karoon Energy Ltd (100%),Offshore,Conventional,Santos,,,,"https://www.gem.wiki/Baúna_Oil_and_Gas_Field_(São_Paulo,_Brazil)",,,,,,,-100,-256
OG0000057,Berbigão,Berbigão,oil and gas,field,Brazil,Rio de Janeiro,-25.003,-42.7,exact,operating,2024,2008,,2019,Petrobras,Petrobras (42.5%);Petrogal Brasil (10%);Shell Brasil (25%);TotalEnergies (22.5%),"Petróleo Brasileiro S.A. (42.5%);Galp Energia, SGPS, S.A. (10%);Shell plc (25%);TotalEnergies (22.5%)",Offshore,Conventional,Santos,,Iara,,"https://www.gem.wiki/Berbigão_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-2197
OG0000058,Bicudo,Bicudo,oil and gas,field,Brazil,Rio de Janeiro,-22.759,-40.707,exact,operating,2022,1976,,1982,Petrobras,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,,,,,"https://www.gem.wiki/Bicudo_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-138
OG0000066,Bonito,Bonito,oil and gas,field,Brazil,Rio de Janeiro,-22.73,-40.635,exact,operating,2024,1977,,1979,Trident Energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Bonito_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-254
OG0000072,Buzios,Búzios,oil and gas,field,Brazil,Rio de Janeiro,-24.657,-42.498,exact,operating,2024,2010,,2018,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Santos,,Búzios,,"https://www.gem.wiki/Buzios_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-2011
OG0000076,Cachalote,Cachalote,oil and gas,field,Brazil,Espírito Santo,-21.151,-40.07,exact,operating,2022,2002,,2008,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Conventional,,,Parque das Baleias,,"https://www.gem.wiki/Cachalote_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-1284
OG0000080,Camarupim,Camarupim,oil and gas,field,Brazil,Espírito Santo,-19.935,-39.62,exact,operating,2022,2003,,2009,Petrobras,BW Energy (100%),BW Energy (100%),Offshore,Conventional,Espirito Santo ,,,,"https://www.gem.wiki/Camarupim_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-888
OG0000100,Carapeba,Carapeba,oil,field,Brazil,Rio de Janeiro,-22.259,-40.437,exact,operating,2024,1975,,1988,Perenco Brasil,Perenco Brasil (100%),Perenco (100%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Carapeba_Oil_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-90
OG0000102,Caratinga,Caratinga,oil and gas,field,Brazil,Rio de Janeiro,-22.671,-40.245,exact,operating,2024,1994,,1997,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,,,"https://www.gem.wiki/Caratinga_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1055
OG0000142,Enchova,Enchova,oil and gas,field,Brazil,Rio de Janeiro,-22.648,-40.663,exact,operating,2024,1976,,1977,Trident Energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Enchova_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-111
OG0000145,Espadarte,Espadarte,oil,field,Brazil,Rio de Janeiro,-22.831,-40.45,exact,operating,2024,1988,,2000,Petrobras,Petrobras (50%);Petronas (50%),Petróleo Brasileiro S.A. (50%);Petroliam Nasional Berhad (Petronas) (50%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Espadarte_Oil_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1136
OG0000177,Frade,Frade,oil and gas,field,Brazil,Rio de Janeiro,-21.9,-39.858,exact,operating,2024,1986,,2009,Petro Rio Jaguar,Petro Rio Jaguar (81.7%);Petro Rio Sardinha (18.3%),PetroRio SA (81.7%);PRIO (18.3%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Frade_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1119
OG0000194,Golfinho,Golfinho,oil and gas,field,Brazil,Espírito Santo,-20.061,-39.548,exact,operating,2024,2002,,2006,BW Energy ,BW Energy (100%),BW Energy (100%),Offshore,Conventional,Espírito Santo,,,,"https://www.gem.wiki/Golfinho_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-1466
OG0000216,Itapu,Itapu,oil and gas,field,Brazil,Rio de Janeiro,-24.766,-42.708,exact,operating,2024,2012,,2023,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Santos,,,,"https://www.gem.wiki/Itapu_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-2006
OG0000230,Jubarte,Jubarte,oil and gas,field,Brazil,Espírito Santo,-21.321,-40.023,exact,operating,2024,2001,,2002,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,Parque das Baleias,,"https://www.gem.wiki/Jubarte_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",,,,,,,-100,-1295
OG0000249,Lapa,Lapa,oil and gas,field,Brazil,São Paulo,-25.561,-43.483,exact,operating,2024,2007,,2016,TotalEnergies E&P do Brasil,Total E&P do Brasil (45%);Shell Brasil (30%);Repsol Sinopec (25%),TotalEnergies (45%);Shell plc (30%);Repsol Resources UK (nan%),Offshore,Unconventional,Santos,,Lapa,,"https://www.gem.wiki/Lapa_Oil_and_Gas_Field_(São_Paulo,_Brazil)",,,,,,,-100,-2133
OG0000253,Libra,Libra,oil,block,Brazil,Rio de Janeiro,-24.645,-42.045,exact,operating,2021,2010,2014,2017,Petrobras,Petrobras (40%);Shell (20%);TotalEnergies (20%);CNOOC Limited (10%);CNPC (10%),Petróleo Brasileiro S.A. (40%);Shell plc (20%);TotalEnergies (20%);CNOOC Limited (10%);CNPC (10%),Offshore,Conventional,Santos,Libra,Mero/Libra,,"https://www.gem.wiki/Libra_Oil_Block_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-2169
OG0000261,Manati,Manati,oil and gas,field,Brazil,Bahia,-13.458,-38.791,exact,operating,2024,2000,,2007,Petrobras,Petrobras (35%);Enauta Energia (45%);Brasoil Manati (10%);Geopark Brasil (10%),Petróleo Brasileiro S.A. (35%);Enauta Energia SA (45%);PetroRio S.A. (10%),Offshore,Conventional,Camamu,,,,"https://www.gem.wiki/Manati_Oil_and_Gas_Field_(Bahia,_Brazil)",,,,,,,-20,-50
OG0000265,Marimbá,Marimbá,oil,field,Brazil,Rio de Janeiro,-22.687,-40.53,exact,operating,2024,1984,,1985,Trident Energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Marimbá_Oil_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-513
OG0000269,Marlim,Marlim,oil and gas,field,Brazil,Rio de Janeiro,-22.424,-40.071,exact,operating,2024,1985,,1991,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,,,"https://www.gem.wiki/Marlim_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-813
OG0000270,Marlim Leste,Marlim Leste,oil and gas,field,Brazil,Rio de Janeiro,-22.427,-39.913,exact,operating,2024,1987,,2000,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,,,"https://www.gem.wiki/Marlim_Leste_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1228
OG0000271,Marlim Sul,Marlim Sul,oil and gas,field,Brazil,Rio de Janeiro,-22.628,-40.005,exact,operating,2024,1987,,1994,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Unconventional,Campos,,,,"https://www.gem.wiki/Marlim_Sul_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-1565
OG0000272,Maromba,Maromba,oil and gas,field,Brazil,Rio de Janeiro,-23.487,-41.249,exact,in development,2022,2003,,2025 (expected),BW Energy,BW Energy (100%),BW Energy (100%),Offshore,Conventional,Campos,,,,"https://www.gem.wiki/Maromba_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",,,,,,,-100,-155
