Unit_ID,Unit_Name,Unit_name_local_script,Fuel_type,Unit_type,Country_Area,Subnational_unit__province__state_,Latitude,Longitude,Location_accuracy,Status,Status_year,Discovery_year,FID_Year,Production_start_year,Operator,Owner,Parent,Onshore_Offshore,Production_Type,Basin,Concession___block,Project_or_complex,Government_unit_ID,Wiki_URL,TS,Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,Bathymetry_class,Bathymetry_GEBCO_1km
OG0010116,Chamois,,oil and gas,field,Australia,Western Australia,-20.3752776,116.0235291,exact,discovered,2024,2000,,,,,,Offshore,Unknown,Northern Carnarvon,,,,"https://www.gem.wiki/Chamois_Oil_and_Gas_Field_(Western_Australia,_Australia)",13.03895,6.7656317,1.3950576,0.2517581,0.0616746,,-30,-41
OG0010125,Blacktip,,oil and gas,field,Australia,Western Australia,-13.90416787,128.4846802,exact,operating,2024,2001,,2009,Eni S.P.A.,Eni S.P.A. (100%),Eni S.P.A. (100%),Offshore,Unknown,Bonaparte,,,,"https://www.gem.wiki/Blacktip_Oil_and_Gas_Field_(Western_Australia,_Australia)",3.5315592,2.0552776,0.5198482,0.1183774,0.0360782,,-50,-52
OG0010157,Pluto,,gas,field,Australia,Western Australia,-19.88618541,115.1378181,exact,operating,2024,2005,2007,2012,Woodside energy,Woodside Energy (90%);Tokyo Gas (5%);Kansai Electric Power (5%),"Woodside Energy Group (90%);Tokyo Gas CO., LTD. (5%);Kansai Electric Power Co., Inc. (5%)",Offshore,Conventional,Northern Carnarvon,,Pluto LNG,,"https://www.gem.wiki/Pluto_Gas_Field_(Western_Australia,_Australia)",14.3382664,7.5531454,1.438615,0.2708285,0.0375159,,-100,-992
OG0010164,Pemberton,,oil and gas,field,Australia,Western Australia,-19.83415744,115.6679341,exact,operating,2024,2006,,,Woodside Energy,BHP Billiton Petroleum (North West Shelf) (16.7%);BP Developments Australia (16.7%);Chevron Australia (16.7%);Shell Australia (16.7%);other (33.3%),BHP Group (16.7%);BP P.L.C. (16.7%);Chevron (16.7%);Shell plc (16.7%),Offshore,Unknown,Northern Carnarvon,,Greater Western Flank phase 2,,"https://www.gem.wiki/Pemberton_Oil_and_Gas_Field_(Western_Australia,_Australia)",13.8372879,7.4278989,1.4487019,0.258301,0.0572217,,-50,-71
OG0010168,Xena,,gas,field,Australia,Western Australia,-19.96531641,115.2163121,exact,operating,2024,2006,,,Woodside Energy,Woodside Energy (90%);Kansai Electric Power (5%);Tokyo Gas (5%),"Woodside Energy Group (90%);Kansai Electric Power Co., Inc. (5%);Tokyo Gas CO., LTD. (5%)",Offshore,Unknown,Northern Carnarvon,,,,"https://www.gem.wiki/Xena_Gas_Field_(Western_Australia,_Australia)",14.2102509,7.4314756,1.4152274,0.2401365,0.0445332,,-100,-183
OG0010170,Prelude,,oil and gas,field,Australia,Western Australia,-13.8147198,123.3406179,exact,operating,2024,2007,2011,2018,Shell,Shell (100%),Shell plc (100%),Offshore,Conventional,Browse,,Prelude FLNG,,"https://www.gem.wiki/Prelude_Oil_and_Gas_Field_(Western_Australia,_Australia)",6.96978,3.8463843,0.992717,0.2796458,0.04748,,-100,-242
OG0010211,Dorado,,oil and gas,field,Australia,Western Australia,-19.027222,118.743539,exact,discovered,2024,2018,,2028 (expected),Santos,Santos WA Northwest (80%);Carnarvon Energy (20%),Santos Limited (80%);Carnarvon Energy (20%),Offshore,Conventional,Roebuck,WA-437-P,Dorado,,"https://www.gem.wiki/Dorado_Oil_and_Gas_Field_(Western_Australia,_Australia)",12.0785494,6.469944,1.2681127,0.2964965,0.046507,,-50,-90
OG0010795,Wheatstone,,oil and gas,field,Australia,Western Australia,-19.93049042,115.3354581,approximate,operating,2023,2004,2011,2017,Chevron,Chevron (64.1%);Kuwait Foreign Petroleum Exploration Company (13.4%);Woodside Petroleum Ltd. (13%);Kyushu Electric Power Company (1.5%);PE Wheatstone (8%),Chevron (64.1%);Kuwait Petroleum Corporation (13.4%);Woodside Energy Group (13%);Woodside Energy Group (13%);Kyushu Electric Power Company (1.5%);Pan Pacific Energy K.K. (8%),Offshore,Conventional,,,Wheatstone/Iago,,"https://www.gem.wiki/Wheatstone_Oil_and_Gas_Field_(Western_Australia,_Australia)",14.0829134,7.4309459,1.457855,0.2401344,0.0368885,,-100,-115
OG0010796,Wheatstone/Iago,,gas,complex,Australia,Western Australia,-19.93049042,115.3354581,approximate,operating,2023,,2011,2017,Chevron,Chevron (64.1%);Kuwait Foreign Petroleum Exploration Company (13.4%);Woodside Petroleum Ltd. (13%);Kyushu Electric Power Company (1.5%);PE Wheatstone (8%),Chevron (64.1%);Kuwait Petroleum Corporation (13.4%);Woodside Energy Group (13%);Woodside Energy Group (13%);Kyushu Electric Power Company (1.5%);Pan Pacific Energy K.K. (8%),Offshore,Conventional,,,Wheatstone/Iago,,"https://www.gem.wiki/Wheatstone/Iago_Gas_Complex_(Western_Australia,_Australia)",14.0829134,7.4309459,1.457855,0.2401344,0.0368885,,-100,-115
OG0010808,Julimar-Brunello,,gas,complex,Australia,Western Australia,-20.0314,115.1765,exact,operating,2023,2007,2011,2016,Woodside Petroleum Ltd,Woodside Petroleum Ltd. (65%);Kuwait Foreign Petroleum Exploration Company (35%),Woodside Energy Group (65%);Woodside Energy Group (65%);Kuwait Petroleum Corporation (35%),Offshore,Conventional,Cararvon,,Julimar-Brunello,,"https://www.gem.wiki/Julimar-Brunello_Gas_Complex_(Western_Australia,_Australia)",13.967392,7.4117222,1.3508407,0.2427497,0.0421025,,-100,-157
OG0010809,North Rankin,,gas,complex,Australia,Western Australia,-19.5842306,116.1380722,approximate,operating,2023,,,,Woodside Energy,Woodside Energy (33%);BP Developments Australia (16.7%);Chevron Australia (16.7%);Shell Australia (16.7%);other (16.7%),Woodside Energy Group (33%);BP P.L.C. (16.7%);Chevron (16.7%);Shell plc (16.7%),Offshore,Unknown,,,North Rankin Complex,,"https://www.gem.wiki/North_Rankin_Gas_Complex_(Western_Australia,_Australia)",13.8830366,7.287828,1.5558251,0.2725658,0.0646342,0.0122733,-100,-119
OG0010813,Persephone,,oil and gas,field,Australia,Western Australia,-19.492861,116.124639,exact,operating,2017,,2014,2017,Woodside Energy,Woodside Energy (33%);BP Developments Australia (16.7%);Chevron Australia (16.7%);Shell Australia (16.7%);other (16.7%),Woodside Energy Group (33%);BP P.L.C. (16.7%);Chevron (16.7%);Shell plc (16.7%),Offshore,Unknown,,,North Rankin Complex,,"https://www.gem.wiki/Persephone_Oil_and_Gas_Field_(Western_Australia,_Australia)",13.855854,7.3030052,1.5471723,0.2885543,0.0667651,0.013762,-100,-123
OG0010814,Tidepole,,oil and gas,field,Australia,Western Australia,-19.762471,115.890091,exact,operating,2023,1971,2011,,Woodside Energy,BHP Billiton Petroleum (North West Shelf) (16.7%);BP Developments Australia Pty. Ltd. (16.7%);Chevron Australia (16.7%);Shell Development (Australia) Pty. Ltd. (16.7%);other (33.3%),BHP Group (16.7%);BP P.L.C. (16.7%);Chevron (16.7%);Shell plc (16.7%),Offshore,Conventional,,,Greater Western Flank phase 1,,"https://www.gem.wiki/Tidepole_Oil_and_Gas_Field_(Western_Australia,_Australia)",13.7420683,7.3214345,1.4890269,0.2802202,0.0595854,,-50,-106
OG0010815,Pyxis,,oil and gas,field,Australia,Western Australia,-19.8961912,115.1790584,approximate,operating,2022,2015,2019,2021,Woodside Energy,Woodside Burrup Pty Ltd. (90%);Kansai Electric Power Australia Pty Ltd. (5%);Tokyo Gas Pluto Pty Ltd. (5%),"Woodside Petroleum Ltd. (90%);Woodside Petroleum Ltd. (90%);Kansai Electric Power Co., Inc. (5%);Tokyo Gas CO., LTD. (5%)",Offshore,Unknown,,,Greater Pluto,,"https://www.gem.wiki/Pyxis_Oil_and_Gas_Field_(Western_Australia,_Australia)",14.276062,7.493423,1.4914342,0.2627524,0.0380541,,-100,-387
OG0010819,Montara,,oil,project,Australia,,-12.6648,124.5444,approximate,operating,2019,,,,Jadestone,Jadestone Energy (100%),Jadestone Energy (100%),Offshore,Unknown,,,Montara,,https://www.gem.wiki/Montara_Oil_Project_(Australia),5.0382533,2.7359571,0.699756,0.1385377,0.0312139,,-50,-68
OG0013066,Gorgon,,oil and gas,project,Australia,Western Australia,-20.4072,114.8503,exact,operating,2024,,2009,2016,Chevron Australia,Chevron (47.3%);ExxonMobil (25%);Osaka Gas (1.2%);other (1.4%);Shell (25%),"Chevron (47.3%);ExxonMobil (25%);Osaka Gas CO., LTD. (1.2%);Shell plc (25%)",Offshore,Conventional,Northern Carnarvon,,Gorgon,,"https://www.gem.wiki/Gorgon_Oil_and_Gas_Project_(Western_Australia,_Australia)",13.4120178,7.0691271,1.272336,0.2011157,0.0431955,,-100,-202
OG0014053,Greater Western Flank Phase 3,,gas,project,Australia,Western Australia,-19.6460955,116.0219058,exact,operating,2023,,2020,,Woodside Energy,Woodside Energy;BHP Billiton;Chevron;Other;BP,Woodside Energy Group;BHP Group;Chevron;Other;BP P.L.C.,Offshore,Unknown,,,Greater Western Flank Phase 3,,"https://www.gem.wiki/Greater_Western_Flank_Phase_3_Gas_Project_(Western_Australia,_Australia)",13.8727713,7.3013945,1.5356814,0.2964836,0.0526491,0.0126939,-100,-120
OG0017175,Greater Western Flank Phase 1,,oil and gas,complex,Australia,Western Australia,-19.78666645,115.7811231,approximate,operating,2018,,,2015,Woodside Energy,BHP Billiton Petroleum (16.7%);BP Developments Australia (16.7%);Woodside Energy (16.7%);Other (33.3%);Chevron Australia (16.7%),BHP Group (16.7%);BP P.L.C. (16.7%);Woodside Energy Group (16.7%);Other (33.3%);Chevron (16.7%),Offshore,Unknown,,,Greater Western Flank phase 1,,"https://www.gem.wiki/Greater_Western_Flank_Phase_1_Oil_and_Gas_Complex_(Western_Australia,_Australia)",13.7830715,7.3654308,1.4165993,0.2881812,0.0564379,,-100,-111
OG0017176,Greater Western Flank Phase 2,,oil and gas,complex,Australia,Western Australia,-19.78666645,115.7811231,approximate,operating,2019,,,2018,Woodside Energy,BHP Billiton Petroleum (16.7%);BP Developments Australia (16.7%);Woodside Energy (16.7%);Other (33.3%);Chevron Australia (16.7%),BHP Group (16.7%);BP P.L.C. (16.7%);Woodside Energy Group (16.7%);Other (33.3%);Chevron (16.7%),Offshore,Unknown,,,Greater Western Flank phase 2,,"https://www.gem.wiki/Greater_Western_Flank_Phase_2_Oil_and_Gas_Complex_(Western_Australia,_Australia)",13.7830715,7.3654308,1.4165993,0.2881812,0.0564379,,-100,-111
OG0020350,Browse to North West Shelf,,oil and gas,project,Australia,Western Australia,-13.99,121.98,approximate,discovered,2024,,,2026 (expected),Woodside Energy,Woodside Browse Pty Ltd  (30.6%);BP Developments Australia (44.3%);Japan Australia LNG (MIMI) (14.4%);PetroChina (10.7%),Woodside Energy Group (30.6%);BP P.L.C. (44.3%);Mitsubishi Corporation (nan%);Mitsui & Co (nan%);China National Petroleum Corporation (8.6%);HKSCC Nominees Limited (1.2%);CITIC Securities (0.2%);Sinopec (0.1%);Others (0.5%),Offshore,Conventional,Browse,,Browse to North West Shelf,,"https://www.gem.wiki/Browse_to_North_West_Shelf_Oil_and_Gas_Project_(Western_Australia,_Australia)",7.4422607,4.2167358,1.198305,0.250974,0.0415158,,-100,-407
OG0020351,Clio-Acme,,gas,complex,Australia,Western Australia,-20.21,114.82,exact,discovered,2023,,,2027 (expected),Chevron,Chevron (100%),Chevron (100%),Offshore,Unknown,Carnarvon,,Clio-Acme,,"https://www.gem.wiki/Clio-Acme_Gas_Complex_(Western_Australia,_Australia)",13.743886,7.2411747,1.2908398,0.2239937,0.0333607,,-100,-896
OG0020352,Crux,,gas,field,Australia,Western Australia,-12.964572,124.442558,exact,in development,2023,,2022,2027 (expected),Shell Australia,Shell Australia (82%);Seven Group Holdings Energy (15%);Osaka Gas (3%),"Shell plc (82%);Seven Group Holdings Energy (15%);Osaka Gas CO., LTD. (3%)",Offshore,Conventional,Browse,AC/L10,Crux,OPP #4636,"https://www.gem.wiki/Crux_Gas_Field_(Western_Australia,_Australia)",5.4673529,3.0115876,0.7640603,0.1620754,0.0379563,0.012632,-100,-170
OG0020781,Pavo,,oil,field,Australia,Western Australia,-19.0352826,119.1848064,approximate,discovered,2022,2022,,,Santos,Santos (70%);Carnarvon Energy (30%),Carnarvon Energy (30%),Offshore,Conventional,Bedout,,,,"https://www.gem.wiki/Pavo_Oil_Field_(Western_Australia,_Australia)",11.62889,6.1362233,1.3777301,0.3054978,0.0448891,0.0190032,-50,-84
OG0020782,Brees,,oil,field,Australia,Western Australia,-19.11015919,117.762762,approximate,discovered,2024,,,,Finder Energy Holdings Limited ,Finder Energy Holdings Limited  (100%),Finder Energy Holdings Limited  (100%),Offshore,Conventional,,WA-547-P,,,"https://www.gem.wiki/Brees_Oil_Field_(Western_Australia,_Australia)",13.0281525,6.8605924,1.4882944,0.3189377,0.0557706,,-100,-123
OG0020783,Favre,,oil,field,Australia,Western Australia,-19.11015919,117.762762,approximate,discovered,2024,,,,Finder Energy Holdings Limited ,Finder Energy Holdings Limited  (100%),Finder Energy Holdings Limited  (100%),Offshore,Unconventional,,WA-547-P,,,"https://www.gem.wiki/Favre_Oil_Field_(Western_Australia,_Australia)",13.0281525,6.8605924,1.4882944,0.3189377,0.0557706,,-100,-123
OG0020784,Brady,,oil,field,Australia,Western Australia,-19.11015919,117.762762,approximate,discovered,2024,,,,Finder Energy Holdings Limited ,Finder Energy Holdings Limited  (100%),Finder Energy Holdings Limited  (100%),Offshore,Conventional,,WA-547-P,,,"https://www.gem.wiki/Brady_Oil_Field_(Western_Australia,_Australia)",13.0281525,6.8605924,1.4882944,0.3189377,0.0557706,,-100,-123
OG0004820,Amistad,Amistad,gas,field,Ecuador,,-3.267800811,-80.46287767,exact,operating,2021,,,2003,EP Petroecuador,EP Petroecuador (100%),Petroecuador (100%),Offshore,Conventional,,B6 - AMISTAD,,,https://www.gem.wiki/Amistad_Gas_Field_(Ecuador),,,,,,,-30,-31
OG0004928,Block Z-2B,Lote Z-2B,oil and gas,block,Peru,Piura,-4.965,-81.244,exact,operating,2022,,,,Savia,Savia Perú S.A. (100%),Ecopetrol S.A. (100%),Offshore,Conventional,Talara,Block Z-2B,,,"https://www.gem.wiki/Block_Z-2B_Oil_and_Gas_Block_(Piura,_Peru)",,,,,,,-20,-46
OG0023336,Arawana-Zabaleta,,oil,field,Ecuador,,0.167017556,-76.47210067,approximate,discovered,2024,2024,,,Gran Tierra Energy Inc.,,,Offshore,Conventional,,,,,https://www.gem.wiki/Arawana-Zabaleta_Oil_Field_(Ecuador),,,,,,,5,289
OG0013080,Stabroek,,oil and gas,block,Guyana,,7.9904,-57.0997,approximate,operating,2023,,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Stabroek_Oil_and_Gas_Block_(Guyana),1.1506586,0.5136415,0.1023004,0.0213104,0.0168102,,-100,-1235
OG0013088,Longtail,,oil and gas,field,Guyana,,7.9302,-56.5831,exact,discovered,2024,2018,,2025 (expected),ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Longtail-Turbot,,https://www.gem.wiki/Longtail_Oil_and_Gas_Field_(Guyana),1.1115098,0.4911066,0.0916408,0.0205708,0.0160094,0.0131015,-100,-1818
OG0013089,Hammerhead,,oil and gas,field,Guyana,,7.9865,-57.1038,exact,discovered,2024,2018,,2029 (expected),ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Hammerhead_Oil_and_Gas_Field_(Guyana),1.1506586,0.5136415,0.1023004,0.0213104,0.0168102,,-100,-1190
OG0013090,Pluma,,oil and gas,field,Guyana,,7.6425,-56.5919,exact,discovered,2023,2018,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Longtail-Turbot,,https://www.gem.wiki/Pluma_Oil_and_Gas_Field_(Guyana),0.8508341,0.3844875,0.0633198,0.0198749,0.0151041,0.0129652,-100,-1126
OG0013091,Tilapia,,oil and gas,field,Guyana,,7.9143,-56.6356,exact,in development,2024,2019,2024,2025 (expected),ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Whiptail; Longtail-Turbot,,https://www.gem.wiki/Tilapia_Oil_and_Gas_Field_(Guyana),1.1115098,0.4911066,0.0916408,0.0205708,0.0160094,0.0131015,-100,-1600
OG0013092,Haimara,,oil and gas,field,Guyana,,7.6418,-56.3146,exact,discovered,2024,2019,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Haimara,,https://www.gem.wiki/Haimara_Oil_and_Gas_Field_(Guyana),0.8520428,0.3889116,0.0665685,0.0216481,0.0193203,0.0129603,-100,-1416
OG0013093,Yellowtail,,oil and gas,field,Guyana,,7.9949,-56.7079,exact,in development,2024,2019,2022,2025 (expected),ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Yellowtail,,https://www.gem.wiki/Yellowtail_Oil_and_Gas_Field_(Guyana),1.2331647,0.5427142,0.0918534,0.019909,0.0217441,0.0140926,-100,-1466
OG0013109,Kwaskwasi-1,Kwaskwasi-1,oil and gas,field,Suriname,,7.4528,-56.0976,exact,in development,2024,2020,2024,2029 (expected),Total,TotalEnergies (50%);Apache Corporation (50%),TotalEnergies (50%);APA Corporation (50%),Offshore,Conventional,,Block 58,Gran Morgu,,https://www.gem.wiki/Kwaskwasi-1_Oil_and_Gas_Field_(Suriname),0.7222196,0.331094,0.0385549,0.0200172,0.0160254,0.0128129,-100,-958
OG0013110,Keskesi East-1,Keskesi East-1,oil and gas,field,Suriname,,7.3797,-55.9018,approximate,in development,2024,2021,2024,2029 (expected),Total,TotalEnergies (50%);Apache Corporation (50%),TotalEnergies (50%);APA Corporation (50%),Offshore,Conventional,,Block 58,Gran Morgu,,https://www.gem.wiki/Keskesi_East-1_Oil_and_Gas_Field_(Suriname),0.7259161,0.3383201,0.0489757,0.0216245,0.0164856,0.0124959,-100,-672
OG0013111,Maka Central-1,Maka Central-1,oil and gas,field,Suriname,,7.49269,-56.18344,exact,in development,2024,2020,2024,2029 (expected),Total,TotalEnergies (50%);Apache Corporation (50%),TotalEnergies (50%);APA Corporation (50%),Offshore,Conventional,,Block 58,Gran Morgu,,https://www.gem.wiki/Maka_Central-1_Oil_and_Gas_Field_(Suriname),0.7892172,0.3561669,0.0425161,0.0188793,0.0154031,0.0128801,-100,-1067
OG0013114,Gran Morgu,Sapakara South-1,oil and gas,field,Suriname,,7.2805,-56.1367,approximate,in development,2023,2021,2024,2028 (expected),Total,TotalEnergies (50%);Apache Corporation (50%),TotalEnergies (50%);APA Corporation (50%),Offshore,Conventional,,Block 58,Gran Morgu,,https://www.gem.wiki/Gran_Morgu_Oil_and_Gas_Field_(Suriname),0.6814429,0.3036546,0.0387052,0.0205037,0.0150524,,-50,-96
OG0013158,Whiptail,,oil and gas,field,Guyana,,7.8837,-56.748,exact,in development,2024,2021,2024,2027 (expected),ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Whiptail,,https://www.gem.wiki/Whiptail_Oil_and_Gas_Field_(Guyana),1.1007473,0.5013701,0.0798329,0.0203658,0.0162645,0.0139408,-100,-1441
OG0017566,Pinktail,,oil and gas,field,Guyana,,7.8188,-56.6535,exact,in development,2024,2021,2024,2027 (expected),ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,Whiptail,,https://www.gem.wiki/Pinktail_Oil_and_Gas_Field_(Guyana),1.0148787,0.4743603,0.0830968,0.0228635,0.0144929,0.0128052,-100,-1552
OG0017567,Lau Lau,,oil and gas,field,Guyana,,7.7023,-56.4609,exact,discovered,2024,2022,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Lau_Lau_Oil_and_Gas_Field_(Guyana),0.9376432,0.4310266,0.0736933,0.0200837,0.0163574,,-100,-1443
OG0017568,Fangtooth,,oil and gas,field,Guyana,,7.9422,-57.071,exact,discovered,2023,2022,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Fangtooth_Oil_and_Gas_Field_(Guyana),1.0819476,0.4801103,0.0955629,0.0240607,0.0137724,0.0129528,-100,-1155
OG0017569,Barreleye,,oil and gas,field,Guyana,,7.727,-56.866,exact,discovered,2023,2022,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Barreleye_Oil_and_Gas_Field_(Guyana),0.9103841,0.4224815,0.0699405,0.0234301,0.0168143,0.0136601,-100,-840
OG0017572,Seabob,,oil and gas,field,Guyana,,7.7328,-56.7538,exact,discovered,2022,2022,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Seabob_Oil_and_Gas_Field_(Guyana),0.9121916,0.4402354,0.0730307,0.0228985,0.0168136,,-100,-1212
OG0017574,Sailfin,,oil and gas,field,Guyana,,7.51213,-56.41654,exact,discovered,2022,2022,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Sailfin_Oil_and_Gas_Field_(Guyana),0.7780635,0.3566975,0.0527152,0.0238276,0.0174471,0.0127742,-100,-742
OG0020630,Fangtooth SE-1,,oil and gas,field,Guyana,,7.9821,-56.985,exact,discovered,2023,2023,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Fangtooth_SE-1_Oil_and_Gas_Field_(Guyana),1.1793127,0.5233585,0.1041722,0.0248201,0.0151967,0.0127218,-100,-1343
OG0020632,Wei-1,,oil and gas,field,Guyana,,7.6208,-56.5675,exact,discovered,2024,2023,,2030 (expected),"CGX Energy, Inc.","CGX Energy, Inc. (32%);Frontera Energy Corporation (68%)","CGX Energy, Inc. (32%);Frontera Energy Corporation (68%)",Offshore,Conventional,,Corentyne Block,,,https://www.gem.wiki/Wei-1_Oil_and_Gas_Field_(Guyana),0.8461326,0.3822862,0.0653232,0.0203576,0.0165994,0.0122393,-100,-1011
OG0020643,Baja-1,,oil and gas,field,Suriname,,6.597482191,-55.25136774,approximate,discovered,2023,2022,,,APA Corporation,Petronas (30%);APA Corporation (45%);Cepsa (25%),Petroliam Nasional Berhad (Petronas) (30%);APA Corporation (45%);APA Corporation (45%);APA Corporation (45%);Mubadala Investment Company (15.8%);Carlyle Group (9.2%),Offshore,Conventional,,Block 53,,,https://www.gem.wiki/Baja-1_Oil_and_Gas_Field_(Suriname),0.3050849,0.1382907,0.0268528,0.0303681,0.0147204,,-30,-36
OG0021099,Bluefin,,oil and gas,field,Guyana,,7.5902,-56.3613,exact,discovered,2025,2024,,,ExxonMobil,ExxonMobil (45%);Hess Guyana Exploration Ltd (30%);CNOOC Nexen Petroleum Guyana Ltd (25%),ExxonMobil (45%);Hess Corporation (30%);CNOOC Limited (25%),Offshore,Conventional,,Stabroek Block,,,https://www.gem.wiki/Bluefin_Oil_and_Gas_Field_(Guyana),0.8520428,0.3889116,0.0665685,0.0216481,0.0193203,0.0129603,-100,-1211
OG0000007,Agulha,Agulha,oil and gas,field,Brazil,Rio Grande do Norte,-4.899,-36.262,exact,operating,2022,1975,,1979,,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Conventional,,,,,"https://www.gem.wiki/Agulha_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)",,,,,,,-10,-15
OG0000022,Arabaiana,Arabaiana,oil and gas,field,Brazil,Rio Grande do Norte,-4.712,-36.733,exact,operating,2023,1986,,2002,Petrobras,Petrobras (65%);3R Pescada (35%),Petróleo Brasileiro S.A. (65%);3R Petroleum (35%),Offshore,Conventional,,,,,"https://www.gem.wiki/Arabaiana_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)",,,,,,,-20,-22
OG0000027,Aratum,Aratum,oil and gas,field,Brazil,Rio Grande do Norte,-5.044,-36.565,exact,operating,2019,1982,,1987,Petrobras,Petrobras (100%),Petróleo Brasileiro S.A. (100%),Offshore,Conventional,Potiguar,,,,"https://www.gem.wiki/Aratum_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)",,,,,,,-5,-6
OG0010942,Abana,,oil and gas,field,Nigeria,,4.565,8.373,exact,operating,2022,,,,MoniPulo,MoniPulo (60%);other (40%),,Offshore,Conventional,,OML 114,,,https://www.gem.wiki/Abana_Oil_and_Gas_Field_(Nigeria),,,,,,,-1,-6
OG0010943,Abang,,oil,field,Nigeria,,4.229,7.642,exact,operating,2015,2002,,,Mobil Producing Nigeria Unlimited,Mobil Producing Nigeria Unlimited (40%);Nigerian National Petroleum Corporation (60%),ExxonMobil (40%);Nigerian National Petroleum Corporation (60%),Offshore,Conventional,,OML 70,,,https://www.gem.wiki/Abang_Oil_Field_(Nigeria),,,,,,,-20,-21
OG0010946,Abo,,oil and gas,field,Nigeria,,5.761,4.466,exact,operating,2024,,,2003,Nigerian Agip Exploration,Eni S.P.A. (85%);Oando Energy Resources (15%),Eni S.P.A. (85%);Oando Energy Resources (15%);Oando Energy Resources (15%),Offshore,Conventional,,OML 125,,,https://www.gem.wiki/Abo_Oil_and_Gas_Field_(Nigeria),,,,,,,-100,-514
