LON,LAT,EEZID,Potential_Farm_Location,MHW,TS_AEP,bathymetry_class,N_components,RiskScore
-54.25,54.75,926,1,48.7034416,1.3952668,-100,3,3.611149252
-54.25,55.25,926,1,48.7034416,1.4797382,-100,3,3.78662639
-54.25,55.75,926,1,45.2866821,1.4574542,-100,3,3.440615131
-54.25,56.25,926,1,45.2866821,1.4372441,-100,3,3.40724976
-54.25,56.75,926,1,41.2833481,1.4605243,-100,3,3.224358094
-54.25,57.25,926,1,41.2833481,1.3094466,-100,3,2.953727859
-54.25,57.75,926,1,37.6259232,1.0746911,-100,3,2.396402581
-54.25,59.25,304,1,34.1550903,0.4963034,-100,3,1.510366607
-54.25,59.75,304,1,34.1550903,0.2830486,-100,3,1.149526294
-54.25,60.25,304,1,34.1550903,NA,-100,2,1.142729644
-53.75,-54.25,238,1,37.0157433,NA,-100,2,1.172387752
-53.75,-53.75,238,1,37.6518021,NA,-100,2,1.211931896
-53.75,-53.25,238,1,37.3223114,NA,-100,2,1.17733077
-53.75,-52.75,238,1,37.7907753,NA,-100,2,1.218110669
-53.75,-52.25,238,1,37.474041,NA,-100,2,1.189688315
-53.75,-51.75,238,1,37.927372,NA,-100,2,1.223053687
-53.75,-51.25,238,1,38.0149231,NA,-100,2,1.227996705
-53.75,-50.75,238,1,38.3327751,NA,-100,2,1.241590004
-53.75,-50.25,238,1,40.694355,NA,-100,2,1.370108472
-53.75,-49.75,238,1,39.5237732,NA,-100,2,1.299670465
-53.75,-49.25,238,1,48.6325684,NA,-100,2,1.9206371
-53.75,-39.75,32,1,97.6737061,NA,-100,2,6.893931072
-53.75,-39.25,32,1,115.6899948,NA,-100,2,8.319373884
-53.75,-38.75,32,1,143.3858948,NA,-100,2,8.666003021
-53.75,-38.25,32,1,94.2016525,NA,-100,2,6.369971166
-53.75,-37.75,858,1,121.8382034,NA,-100,2,8.527598517
-53.75,-37.25,858,1,92.7932205,NA,-100,2,6.17595771
-53.75,-36.75,858,1,97.2305603,NA,-50,2,9.374708225
-53.75,-36.25,858,1,94.1105499,NA,-50,2,9.158451188
-53.75,44.25,926,1,113.5148468,9.1171436,-100,3,9.045997528
-53.75,44.75,926,1,95.449646,8.8051147,-50,3,9.567485926
-53.75,45.25,926,1,102.6767883,8.3196287,-100,3,8.656734862
-53.75,45.75,926,1,98.0720749,7.8832636,-100,3,8.47755046
-53.75,46.25,926,1,99.5957336,7.3943839,-50,3,9.605794316
-53.75,46.75,926,1,99.5957336,6.9001188,5,3,9.777564191
-53.75,49.75,926,1,48.7248116,3.9842806,-100,3,5.247288205
-53.75,50.25,926,1,56.3342323,3.4225647,-100,3,5.635315117
-53.75,50.75,926,1,44.8598938,2.8492675,-100,3,4.623232185
-53.75,51.25,926,1,51.4851608,2.6794641,-100,3,5.110119456
-53.75,51.75,926,1,41.4076576,2.414932,-100,3,4.257448853
-53.75,52.25,926,1,49.6758957,2.1967499,-100,3,4.739393107
-53.75,52.75,926,1,48.0183945,2.0505238,-100,3,4.505835507
-53.75,53.25,926,1,51.6985512,1.8431067,-100,3,4.581216532
-53.75,53.75,926,1,50.891571,1.7694043,-100,3,4.364959495
-53.75,54.25,926,1,53.9161758,1.5628864,-100,3,4.246327063
-53.75,54.75,926,1,48.612587,1.5367042,-100,3,3.854592888
-53.75,55.25,926,1,48.7034416,1.617239,-100,3,3.967046547
-53.75,55.75,926,1,43.7074966,1.5613973,-100,3,3.520939173
-53.75,56.25,926,1,45.2866821,1.5319898,-100,3,3.593848689
-53.75,56.75,926,1,37.6392403,1.5196084,-100,3,3.195935741
-53.75,57.25,926,1,41.2833481,1.3275933,-100,3,2.98956474
-53.75,57.75,926,1,35.0609589,1.1705043,-100,3,2.480433887
-53.75,59.25,304,1,34.1550903,0.4921788,-100,3,1.496773308
-53.75,59.75,304,1,34.1550903,0.3127192,-100,3,1.174241384
-53.75,60.25,304,1,32.8323898,NA,-100,2,1.139022381
-53.25,-53.75,238,1,37.0157433,NA,-100,2,1.172387752
-53.25,-53.25,238,1,37.3223114,NA,-100,2,1.17733077
-53.25,-52.75,238,1,37.3223114,NA,-100,2,1.17733077
-53.25,-52.25,238,1,37.474041,NA,-100,2,1.189688315
-53.25,-51.75,238,1,37.474041,NA,-100,2,1.189688315
-53.25,-51.25,238,1,38.0149231,NA,-100,2,1.227996705
-53.25,-49.75,238,1,40.694355,NA,-100,2,1.370108472
-53.25,-39.25,32,1,115.6899948,NA,-100,2,8.319373884
-53.25,-38.75,32,1,115.6899948,NA,-100,2,8.319373884
-53.25,-38.25,32,1,94.2016525,NA,-100,2,6.369971166
-53.25,-37.75,858,1,94.2016525,NA,-100,2,6.369971166
-53.25,-37.25,858,1,92.7932205,NA,-100,2,6.17595771
-53.25,44.25,926,1,106.8705597,9.2554998,-100,3,8.839626528
-53.25,44.75,926,1,95.449646,8.7688255,-50,3,9.566250172
-53.25,45.25,926,1,95.449646,8.4671307,-50,3,9.558835645
-53.25,45.75,926,1,98.0720749,8.0842447,-100,3,8.491143759
-53.25,46.25,926,1,98.0720749,7.5221858,-5,3,9.721955238
-53.25,46.75,926,1,98.0720749,6.9363909,5,3,9.750377592
-53.25,47.75,926,1,67.7068634,6.0166368,-100,3,6.316215845
-53.25,48.25,926,1,67.7068634,5.3375945,-100,3,6.264314156
-53.25,48.75,926,1,57.6221352,4.9695897,-5,3,8.493615268
-53.25,49.25,926,1,57.6221352,4.5287991,-100,3,5.786077166
-53.25,49.75,926,1,48.7248116,3.9526243,-100,3,5.243580942
-53.25,50.25,926,1,48.7248116,3.409436,-100,3,5.154606618
-53.25,50.75,926,1,44.8598938,2.9526272,-100,3,4.655361801
-53.25,51.25,926,1,44.8598938,2.7780502,-100,3,4.59728134
-53.25,51.75,926,1,41.4076576,2.6019917,-100,3,4.319236578
-53.25,52.25,926,1,41.4076576,2.360136,-100,3,4.222847728
-53.25,52.75,926,1,48.0183945,2.1655648,-100,3,4.583688041
-53.25,53.25,926,1,48.0183945,1.9569267,-100,3,4.418096938
-53.25,53.75,926,1,50.891571,1.8833481,-100,3,4.576273514
-53.25,54.25,926,1,50.891571,1.7492328,-100,3,4.324179596
-53.25,54.75,926,1,48.612587,1.7437756,-100,3,4.147466703
-53.25,55.25,926,1,48.612587,1.7476416,-100,3,4.151173967
-53.25,55.75,926,1,43.7074966,1.7687889,-100,3,3.88548675
-53.25,56.25,926,1,43.7074966,1.6651969,-100,3,3.680351504
-53.25,56.75,926,1,37.6392403,1.6082966,-100,3,3.309625154
-53.25,57.25,926,1,37.6392403,1.4597571,-100,3,3.085953591
-53.25,58.25,304,1,35.0609589,1.1539448,-100,3,2.456954552
-53.25,58.75,304,1,32.8323898,0.8266556,-100,3,1.904572292
-53.25,59.25,304,1,32.8323898,0.5643813,-100,3,1.56597556
-53.25,59.75,304,1,32.8323898,0.34769,-100,3,1.238500618
-53.25,60.25,304,1,32.8323898,NA,-100,2,1.139022381
-52.75,-53.25,238,1,36.71138,NA,-100,2,1.169298366
-52.75,-52.75,238,1,37.3223114,NA,-100,2,1.17733077
-52.75,-52.25,238,1,37.6067696,NA,-100,2,1.205753124
-52.75,-51.75,238,1,37.474041,NA,-100,2,1.189688315
-52.75,-51.25,238,1,38.8294334,NA,-100,2,1.25827269
-52.75,-38.25,32,1,78.9583435,NA,-100,2,4.625703694
-52.75,-37.75,858,1,94.2016525,NA,-100,2,6.369971166
-52.75,-37.25,858,1,77.3507843,NA,-100,2,4.351984072
-52.75,44.25,926,1,106.8705597,9.3173361,-50,3,9.775092682
-52.75,44.75,926,1,92.7470016,9.0264139,-50,3,9.500755183
-52.75,45.25,926,1,95.449646,8.4449615,-50,3,9.55759989
-52.75,45.75,926,1,90.9608917,8.0406866,-100,3,7.97459838
-52.75,46.25,926,1,98.0720749,7.6163745,-50,3,9.58231498
-52.75,46.75,926,1,79.802063,7.0535421,5,3,9.32404229
-52.75,48.25,926,1,67.7068634,5.5612392,-100,3,6.281614719
-52.75,48.75,926,1,54.9161797,5.1431017,-100,3,5.760126322
-52.75,49.25,926,1,57.6221352,4.588851,-100,3,5.788548675
-52.75,49.75,926,1,46.1967163,4.0471997,-100,3,5.059453522
-52.75,50.25,926,1,48.7248116,3.5211504,-100,3,5.175614445
-52.75,50.75,926,1,40.5579147,3.1000645,-100,3,4.442812028
-52.75,51.25,926,1,44.8598938,2.7859478,-100,3,4.607167376
-52.75,51.75,926,1,41.2673645,2.7153468,-100,3,4.331594123
-52.75,52.25,926,1,41.4076576,2.5934782,-100,3,4.315529315
-52.75,52.75,926,1,46.880909,2.2343359,-100,3,4.49842098
-52.75,53.25,926,1,48.0183945,2.0990317,-100,3,4.535493615
-52.75,53.75,926,1,48.1786461,1.9510999,-100,3,4.420568447
-52.75,54.25,926,1,50.891571,1.8687297,-100,3,4.554029933
-52.75,54.75,926,1,48.8280067,1.8717844,-100,3,4.38843883
-52.75,55.25,926,1,48.612587,1.9213084,-100,3,4.415625429
-52.75,55.75,926,1,42.5549355,1.8176383,-100,3,3.913909103
-52.75,56.25,926,1,43.7074966,1.8180751,-100,3,3.968282301
-52.75,56.75,926,1,35.5341759,1.7307334,-100,3,3.449265413
-52.75,57.25,926,1,37.6392403,1.5415492,-100,3,3.216943567
-52.75,58.25,304,1,35.0609589,1.1830549,-100,3,2.503913223
-52.75,58.75,304,1,31.3038483,0.9469343,-100,3,2.067691885
-52.75,59.25,304,1,32.8323898,0.6731795,-100,3,1.704380063
-52.75,59.75,304,1,32.8323898,0.4008886,-100,3,1.36825484
-52.75,60.25,304,1,31.3038483,NA,-100,2,1.126664836
-52.25,-51.75,238,1,37.6067696,NA,-100,2,1.205753124
-52.25,-51.25,238,1,38.8294334,NA,-100,2,1.25827269
-52.25,-50.75,238,1,38.8294334,NA,-100,2,1.25827269
-52.25,-37.75,858,1,78.9583435,NA,-100,2,4.625703694
-52.25,-37.25,858,1,77.3507843,NA,-100,2,4.351984072
-52.25,44.25,926,1,100.9464264,9.4349308,-50,3,9.700947412
-52.25,44.75,926,1,92.7470016,9.1769133,-50,3,9.506933956
-52.25,45.25,926,1,92.7470016,8.530426,-50,3,9.490869147
-52.25,45.75,926,1,90.9608917,8.2382927,-50,3,9.435260195
-52.25,46.25,926,1,90.9608917,7.9462433,-100,3,7.962240835
-52.25,46.75,926,1,79.802063,7.2449722,-100,3,7.223259646
-52.25,47.25,926,1,79.802063,6.7354164,-100,3,7.16394343
-52.25,47.75,926,1,65.5723801,6.3454552,-100,3,6.269257174
-52.25,48.25,926,1,65.5723801,5.8667936,-100,3,6.233420294
-52.25,48.75,926,1,54.9161797,5.2691598,-100,3,5.770012358
-52.25,50.25,926,1,46.1967163,3.6263003,-100,3,4.964300426
-52.25,50.75,926,1,40.5579147,3.1165137,-100,3,4.452698064
-52.25,52.25,926,1,41.2673645,2.6919932,-100,3,4.321708087
-52.25,52.75,926,1,46.880909,2.3035684,-100,3,4.537965124
-52.25,53.25,926,1,46.880909,2.1413245,-100,3,4.4489908
-52.25,53.75,926,1,48.1786461,2.0273795,-100,3,4.497185226
-52.25,54.25,926,1,48.1786461,1.9391997,-100,3,4.41315392
-52.25,54.75,926,1,48.8280067,1.9663361,-100,3,4.513250034
-52.25,55.25,926,1,48.8280067,2.0216014,-100,3,4.560208705
-52.25,55.75,926,1,42.5549355,1.9324541,-100,3,4.056020871
-52.25,57.75,304,1,32.8616753,1.4641415,-100,3,2.966085404
-52.25,58.25,304,1,32.8616753,1.2211095,-100,3,2.524921049
-52.25,58.75,304,1,31.3038483,1.0235029,-100,3,2.177674035
-52.25,59.25,304,1,31.3038483,0.7203671,-100,3,1.743924207
-52.25,59.75,304,1,31.3038483,0.4636605,-100,3,1.406563229
-52.25,60.25,304,1,31.3038483,NA,-100,2,1.126664836
-51.75,-37.75,858,1,78.9583435,NA,-100,2,4.625703694
-51.75,-37.25,858,1,76.1219711,NA,-100,2,4.227172868
-51.75,44.25,926,1,100.9464264,9.5806141,-50,3,9.707126184
-51.75,44.75,926,1,93.322731,9.1947079,-50,3,9.534120555
-51.75,45.25,926,1,92.7470016,8.6028605,-50,3,9.493340656
-51.75,45.75,926,1,87.7578659,8.524622,-100,3,7.785527942
-51.75,46.25,926,1,90.9608917,8.1139107,-100,3,7.99931347
-51.75,46.75,926,1,76.6342697,7.386095,-100,3,7.024303172
-51.75,47.25,926,1,79.802063,7.0221543,-100,3,7.19978031
-51.75,47.75,926,1,64.5212708,6.489923,-100,3,6.211176713
-51.75,48.25,926,1,65.5723801,6.064744,-100,3,6.249485102
-51.75,48.75,926,1,52.0457382,5.4432416,-100,3,5.643965399
-51.75,50.25,926,1,46.1967163,3.5566661,-100,3,4.944528354
-51.75,50.75,926,1,41.0833969,3.0803583,-100,3,4.450226555
-51.75,52.25,926,1,41.2673645,2.6246586,-100,3,4.313057806
-51.75,52.75,926,1,44.5188484,2.3161247,-100,3,4.361252231
-51.75,53.25,926,1,46.880909,2.2280922,-100,3,4.492242208
-51.75,53.75,926,1,47.5263672,2.0947554,-100,3,4.446519292
-51.75,54.25,926,1,48.1786461,2.0384309,-100,3,4.507071262
-51.75,54.75,926,1,47.9668503,2.0271873,-100,3,4.471234381
-51.75,55.25,926,1,48.8280067,2.1071343,-100,3,4.638061239
-51.75,55.75,926,1,41.2313347,2.0182002,-100,3,4.043663326
-51.75,57.75,304,1,30.9470043,1.4999839,-100,3,2.987093231
-51.75,58.25,304,1,32.8616753,1.3082658,-100,3,2.685569134
-51.75,58.75,304,1,29.9364777,1.1101084,-100,3,2.312371276
-51.75,59.25,304,1,31.3038483,0.778709,-100,3,1.808183441
-51.75,59.75,304,1,31.3038483,0.5132801,-100,3,1.454757655
-51.75,60.25,304,1,29.9364777,NA,-100,2,1.114307291
-51.25,-37.25,858,1,76.1219711,NA,-100,2,4.227172868
-51.25,44.25,926,1,101.738327,9.4806719,-50,3,9.720719484
-51.25,44.75,926,1,93.322731,9.1422186,-50,3,9.531649046
-51.25,45.25,926,1,93.322731,8.785759,-50,3,9.520527255
-51.25,45.75,926,1,87.7578659,8.4768152,-50,3,9.34875738
-51.25,46.25,926,1,87.7578659,8.0865068,-50,3,9.3129205
-51.25,46.75,926,1,76.6342697,7.5138202,-100,3,7.036660717
-51.25,47.25,926,1,76.6342697,7.1748333,-100,3,7.0045311
-51.25,47.75,926,1,64.5212708,6.7768679,-100,3,6.251956611
-51.25,49.25,926,1,52.0457382,5.0771084,-100,3,5.619250309
-51.25,49.75,926,1,45.8941956,4.3548903,-100,3,5.082932857
-51.25,51.25,926,1,41.0833969,3.0314603,-100,3,4.42674722
-51.25,51.75,926,1,43.5028915,2.8418927,-100,3,4.51201428
-51.25,53.25,926,1,44.5188484,2.3405104,-100,3,4.382260058
-51.25,53.75,926,1,47.5263672,2.2285023,-100,3,4.526843334
-51.25,54.25,926,1,47.5263672,2.0594573,-100,3,4.427982974
-51.25,54.75,926,1,47.9668503,2.102875,-100,3,4.525607579
-51.25,55.25,926,1,47.9668503,2.116504,-100,3,4.545379651
-51.25,55.75,926,1,41.2313347,2.1283395,-100,3,4.117808595
-51.25,57.75,304,1,30.9470043,1.5267315,-100,3,3.037759165
-51.25,58.25,304,1,30.9470043,1.4398816,-100,3,2.898118907
-51.25,58.75,304,1,29.9364777,1.2117754,-100,3,2.44830427
-51.25,59.25,304,1,29.9364777,0.8146734,-100,3,1.836605794
-51.25,59.75,304,1,29.9364777,0.5298417,-100,3,1.4535219
-51.25,60.25,304,1,29.9364777,NA,-100,2,1.114307291
-50.75,44.25,926,1,101.738327,9.5665884,-50,3,9.723190993
-50.75,44.75,926,1,92.9528046,9.3006649,-50,3,9.526706028
-50.75,45.25,926,1,93.322731,8.8802538,-50,3,9.522998764
-50.75,45.75,926,1,84.2562866,8.6227045,-50,3,9.226417685
-50.75,46.25,926,1,87.7578659,8.2083073,-100,3,7.757105588
-50.75,46.75,926,1,72.7322388,7.9177647,-100,3,6.861183578
-50.75,47.25,926,1,76.6342697,7.4922028,-100,3,7.035424962
-50.75,47.75,926,1,59.2739143,6.8754039,-100,3,6.05917891
-50.75,49.25,926,1,52.0457382,5.4147372,-100,3,5.642729644
-50.75,49.75,926,1,45.7365341,4.6986356,-100,3,5.123712756
-50.75,51.25,926,1,41.0833969,3.192822,-100,3,4.515721543
-50.75,51.75,926,1,42.1427536,2.9616816,-100,3,4.474941645
-50.75,53.25,926,1,44.5188484,2.5004025,-100,3,4.469998627
-50.75,53.75,926,1,45.766861,2.2512536,-100,3,4.419332693
-50.75,54.25,926,1,47.5263672,2.0995026,-100,3,4.458876836
-50.75,54.75,926,1,45.5999794,2.1078651,-100,3,4.342715914
-50.75,55.25,926,1,47.9668503,2.1560054,-100,3,4.563915969
-50.75,57.75,304,1,29.4188232,1.7046534,-100,3,3.239187148
-50.75,58.25,304,1,30.9470043,1.5181756,-100,3,3.017987093
-50.75,58.75,304,1,29.0047188,1.2718114,-100,3,2.532335576
-50.75,59.25,304,1,29.9364777,0.8826557,-100,3,1.94535219
-50.75,59.75,304,1,29.9364777,0.5962523,-100,3,1.563504051
-50.75,60.25,304,1,29.0047188,NA,-100,2,1.101949746
-50.25,43.75,926,1,106.8887482,9.9350338,-50,3,9.787450227
-50.25,44.25,926,1,106.8887482,9.5155592,-50,3,9.7800357
-50.25,44.75,926,1,92.9528046,9.3543577,-50,3,9.530413291
-50.25,45.25,926,1,92.9528046,8.9123383,-50,3,9.504462447
-50.25,45.75,926,1,84.2562866,8.5306339,-50,3,9.217767404
-50.25,46.25,926,1,84.2562866,8.2195024,-50,3,9.199231086
-50.25,46.75,926,1,72.7322388,7.945261,-100,3,6.864890842
-50.25,47.25,926,1,72.7322388,7.5361156,-100,3,6.787038308
-50.25,47.75,926,1,59.2739143,7.096971,-100,3,6.086365509
-50.25,48.25,926,1,59.2739143,6.697257,-100,3,6.035699574
-50.25,48.75,926,1,50.5568237,6.056921,-100,3,5.610600027
-50.25,49.25,926,1,50.5568237,5.7401524,-100,3,5.569820129
-50.25,49.75,926,1,45.7365341,4.8676662,-100,3,5.143484828
-50.25,53.25,926,1,42.8243332,2.523026,-100,3,4.350130441
-50.25,53.75,926,1,45.766861,2.3480546,-100,3,4.466291363
-50.25,54.25,926,1,45.766861,2.2471602,-100,3,4.416861184
-50.25,54.75,926,1,45.5999794,2.1537347,-100,3,4.357544968
-50.25,57.25,304,1,31.5744457,1.7845621,-100,3,3.466565976
-50.25,57.75,304,1,29.4188232,1.7249428,-100,3,3.278731292
-50.25,58.25,304,1,29.4188232,1.5870855,-100,3,3.067417273
-50.25,58.75,304,1,29.0047188,1.2854909,-100,3,2.560757929
-50.25,59.25,304,1,29.0047188,0.9925597,-100,3,2.084992448
-50.25,59.75,304,1,29.0047188,0.6546576,-100,3,1.615405739
-50.25,60.25,304,1,29.0047188,NA,-100,2,1.101949746
-49.75,44.25,926,1,106.8887482,9.5252018,-50,3,9.781271454
-49.75,44.75,926,1,93.8475113,9.1768341,-50,3,9.540299327
-49.75,45.25,926,1,92.9528046,9.0068092,-50,3,9.519291501
-49.75,45.75,926,1,81.6132584,8.6708183,-50,3,9.138679116
-49.75,46.25,926,1,84.2562866,8.0963249,-50,3,9.193052314
-49.75,46.75,926,1,68.2287292,7.7385888,-50,3,8.611011946
-49.75,47.25,926,1,72.7322388,7.4662738,-100,3,6.763558973
-49.75,47.75,926,1,55.9456787,7.1887598,-100,3,5.956611287
-49.75,48.25,926,1,59.2739143,6.690824,-100,3,6.033228065
-49.75,48.75,926,1,49.9685631,6.2441263,-100,3,5.564877111
-49.75,49.25,926,1,50.5568237,5.724668,-100,3,5.563641357
-49.75,49.75,926,1,44.8013611,5.109158,-100,3,5.131127283
-49.75,57.25,304,1,31.5744457,1.7930088,-100,3,3.476452012
-49.75,57.75,304,1,28.459362,1.7275217,-100,3,3.244130166
-49.75,58.25,304,1,29.4188232,1.5701318,-100,3,3.047645201
-49.75,58.75,304,1,28.5728817,1.3977693,-100,3,2.737470822
-49.75,59.25,304,1,29.0047188,1.0754303,-100,3,2.211039407
-49.75,59.75,304,1,29.0047188,3.2399907,-100,3,4.159824248
-49.75,60.25,304,1,28.5728817,NA,-100,2,1.090827956
-49.25,44.25,926,1,115.3871918,9.701623,-50,3,9.862831251
-49.25,44.75,926,1,93.8475113,9.0444241,-50,3,9.537827818
-49.25,46.25,926,1,81.6132584,7.9924798,-50,3,9.091720445
-49.25,46.75,926,1,68.2287292,7.780014,-50,3,8.620897982
-49.25,48.25,926,1,55.9456787,6.800458,-100,3,5.917067143
-49.25,48.75,926,1,49.9685631,6.458868,-100,3,5.597006728
-49.25,49.25,926,1,49.9685631,5.8034749,-100,3,5.532747494
-49.25,49.75,926,1,44.8013611,5.1322513,-100,3,5.134834546
-49.25,52.25,926,1,39.5372314,3.2542274,-100,3,4.4625841
-49.25,57.25,304,1,29.9795399,1.7888715,-100,3,3.439379377
-49.25,57.75,304,1,28.459362,1.6533362,-100,3,3.123026225
-49.25,58.25,304,1,28.459362,1.5425766,-100,3,2.96484965
-49.25,58.75,304,1,28.5728817,1.43255,-100,3,2.802965811
-49.25,59.25,304,1,28.5728817,1.1239415,-100,3,2.282713168
-49.25,59.75,304,1,28.5728817,3.4561396,-100,3,4.175889057
-49.25,60.25,304,1,28.5728817,NA,-100,2,1.090827956
-48.75,44.75,926,1,90.0423203,9.1761303,-50,3,9.442674722
-48.75,46.25,926,1,81.6132584,8.1680183,-50,3,9.10407799
-48.75,46.75,926,1,66.5201035,7.6986394,-100,3,6.470685157
-48.75,48.25,926,1,55.9456787,6.6645517,-100,3,5.894823562
-48.75,48.75,926,1,50.7071457,6.4938769,-100,3,5.65261568
-48.75,49.25,926,1,49.9685631,5.8590603,-100,3,5.538926267
-48.75,49.75,926,1,42.3036232,5.1606851,-100,3,4.972950707
-48.75,57.25,304,1,29.9795399,1.9233756,-100,3,3.634628587
-48.75,57.75,304,1,27.7335186,1.7286562,-100,3,3.240422903
-48.75,58.25,304,1,28.459362,1.6050745,-100,3,3.061238501
-48.75,58.75,304,1,28.7997856,1.442271,-100,3,2.847452973
-48.75,59.25,304,1,28.5728817,1.1645001,-100,3,2.358094192
-48.75,59.75,304,1,28.5728817,3.5945778,-100,3,4.209254428
-48.75,60.25,304,1,28.7997856,NA,-100,2,1.097624605
-48.25,45.75,926,1,77.6674881,8.6305599,-50,3,8.982974049
-48.25,47.25,926,1,66.5201035,7.4741945,-100,3,6.424962241
-48.25,47.75,926,1,56.0055542,7.2843127,-100,3,5.961554305
-48.25,48.25,926,1,56.0055542,6.6162004,-100,3,5.887409035
-48.25,48.75,926,1,50.7071457,6.2783995,-100,3,5.64149389
-48.25,49.25,926,1,50.7071457,5.8246384,-100,3,5.6031855
-48.25,49.75,926,1,42.3036232,5.2438102,-100,3,4.980365234
-48.25,51.25,926,1,37.968998,3.6869872,-100,3,4.493477962
-48.25,57.25,304,1,28.8332424,1.9556258,-100,3,3.646986132
-48.25,57.75,304,1,27.7335186,1.774226,-100,3,3.328161472
-48.25,58.25,304,1,27.7335186,1.6333332,-100,3,3.097075381
-48.25,58.75,304,1,28.7997856,1.4099165,-100,3,2.79184402
-48.25,59.25,304,1,28.7997856,1.1829731,-100,3,2.390223809
-48.25,59.75,304,1,28.7997856,3.5029798,-100,3,4.201839901
-48.25,60.25,304,1,28.7997856,NA,0,2,5.713167651
-47.75,-54.25,910,1,36.4816971,NA,-100,2,1.163737471
-47.75,-53.75,910,1,36.6893768,NA,-100,2,1.168062612
-47.75,-53.25,239,1,37.4847374,NA,-100,2,1.195867088
-47.75,47.25,926,1,66.5201035,7.595727,-100,3,6.439791295
-47.75,47.75,926,1,56.5550652,7.1716018,-100,3,5.975147604
-47.75,48.25,926,1,56.0055542,6.7131147,-100,3,5.907181107
-47.75,48.75,926,1,49.9042015,6.3378654,-100,3,5.562405602
-47.75,49.25,926,1,50.7071457,5.8246894,-100,3,5.605657009
-47.75,57.25,304,1,28.8332424,2.0258608,-100,3,3.708773857
-47.75,57.75,304,1,26.8861828,1.8467284,-100,3,3.448029658
-47.75,58.25,304,1,27.7335186,1.7167095,-100,3,3.226829603
-47.75,58.75,304,1,29.5663509,1.523205,-100,3,2.979678704
-47.75,59.25,304,1,28.7997856,1.2836893,-100,3,2.553343402
-47.75,59.75,304,1,28.7997856,3.8029881,-100,3,4.271042153
-47.75,60.25,304,1,29.5663509,NA,0,2,5.739736372
-47.25,-55.25,910,1,37.5162201,NA,-100,2,1.201427983
-47.25,-54.75,910,1,37.5162201,NA,-100,2,1.201427983
-47.25,-54.25,910,1,36.4816971,NA,-100,2,1.163737471
-47.25,-53.75,239,1,36.4816971,NA,-100,2,1.163737471
-47.25,-53.25,239,1,37.4847374,NA,-100,2,1.195867088
-47.25,57.25,304,1,28.41992,2.0480578,-100,3,3.689001785
-47.25,57.75,304,1,26.8861828,1.8435544,-100,3,3.441850886
-47.25,58.25,304,1,26.8861828,1.6492313,-100,3,3.095839627
-47.25,58.75,304,1,29.5663509,1.4195123,-100,3,2.823973637
-47.25,59.25,304,1,29.5663509,1.2374692,-100,3,2.481669642
-47.25,59.75,304,1,29.5663509,3.7327838,-100,3,4.274749416
-47.25,60.25,304,1,29.5663509,NA,0,2,5.739736372
-46.75,-55.75,910,1,39.1094856,NA,-100,2,1.278044762
-46.75,-55.25,910,1,37.418705,NA,-100,2,1.183509543
-46.75,-54.75,910,1,37.5162201,NA,-100,2,1.201427983
-46.75,-54.25,239,1,38.1170578,NA,-100,2,1.235411232
-46.75,-53.75,239,1,36.4816971,NA,-100,2,1.163737471
-46.75,-53.25,239,1,38.3956146,NA,-100,2,1.246533022
-46.75,-51.75,239,1,40.4573212,NA,-100,2,1.363311822
-46.75,57.25,304,1,28.41992,1.9697709,-100,3,3.629685569
-46.75,57.75,304,1,25.978159,1.8383398,-100,3,3.401070987
-46.75,58.25,304,1,26.8861828,1.576367,-100,3,2.988328985
-46.75,58.75,304,1,32.0101013,1.4401973,-100,3,2.91541947
-46.75,59.25,304,1,29.5663509,1.1676577,-100,3,2.3877523
-46.75,59.75,304,1,29.5663509,3.4898083,-100,3,4.216668955
-46.75,60.25,304,1,32.0101013,NA,5,2,6.00974873
-46.25,-55.25,910,1,37.418705,NA,-100,2,1.183509543
-46.25,-54.75,239,1,37.418705,NA,-100,2,1.183509543
-46.25,-54.25,239,1,38.1170578,NA,-100,2,1.235411232
-46.25,-53.75,239,1,38.1170578,NA,-100,2,1.235411232
-46.25,-53.25,239,1,38.3956146,NA,-100,2,1.246533022
-46.25,-51.75,239,1,41.2564278,NA,-100,2,1.397295071
-46.25,-51.25,239,1,46.9832878,NA,-100,2,1.776053824
-46.25,57.25,304,1,27.0807018,2.009856,-100,3,3.637100096
-46.25,57.75,304,1,25.978159,1.7311409,-100,3,3.214472058
-46.25,58.25,304,1,25.978159,1.5433582,-100,3,2.92654126
-46.25,58.75,304,1,32.0101013,1.3864917,-100,3,2.831388164
-46.25,59.25,304,1,32.0101013,1.1024743,-100,3,2.342029383
-46.25,59.75,304,1,32.0101013,3.0901434,-100,3,4.167238775
-46.25,60.25,304,1,32.0101013,NA,2,2,5.835507346
-45.75,-54.75,239,1,37.418705,NA,-100,2,1.183509543
-45.75,-54.25,239,1,39.8754234,NA,-100,2,1.335507346
-45.75,-53.75,239,1,38.1170578,NA,-100,2,1.235411232
-45.75,-53.25,239,1,39.5634651,NA,-100,2,1.310792256
-45.75,-51.75,239,1,41.2564278,NA,-100,2,1.397295071
-45.75,-51.25,239,1,47.9228973,NA,-100,2,1.855142112
-45.75,57.25,304,1,27.0807018,1.9104695,-100,3,3.522174928
-45.75,57.75,304,1,26.1882248,1.7274765,-100,3,3.215707813
-45.75,58.25,304,1,25.978159,1.478165,-100,3,2.837566937
