LON,LAT,EEZID,Potential_Farm_Location,MHW,TS_AEP,bathymetry_class,N_components,RiskScore
-140.25,57.25,959,1,99.1494598,0.3484688,-100,3,5.437594398
-140.25,57.75,959,1,94.3548126,0.3798432,-100,3,5.058217767
-140.25,58.25,959,1,94.3548126,0.3565496,-100,3,4.970479198
-140.25,58.75,959,1,93.8051071,0.2634755,-100,3,4.614581903
-140.25,59.25,959,1,93.8051071,0.2260002,-10,3,7.491418372
-139.75,54.25,959,1,99.9719467,0.351732,-100,3,5.50679665
-139.75,54.75,959,1,97.2454453,0.3527305,-100,3,5.255938487
-139.75,56.25,959,1,97.9309006,0.3277336,-100,3,5.239873678
-139.75,56.75,959,1,99.2596664,0.3458098,-100,3,5.440065907
-139.75,57.25,959,1,99.1494598,0.3403563,-100,3,5.406700535
-139.75,57.75,959,1,93.0283737,0.3547776,-100,3,4.820952904
-139.75,58.25,959,1,94.3548126,0.3331748,-100,3,4.890155156
-139.75,58.75,959,1,90.6813126,0.235432,-100,3,4.174653302
-139.75,59.25,959,1,93.8051071,0.2026136,-50,3,6.992173555
-139.25,53.75,959,1,99.2034302,0.2861966,-100,3,5.272003295
-139.25,54.25,959,1,99.2034302,0.3134331,-100,3,5.348620074
-139.25,54.75,959,1,97.2454453,0.366481,-100,3,5.305368667
-139.25,56.25,959,1,98.7009277,0.3125453,-100,3,5.299189894
-139.25,56.75,959,1,99.2596664,0.3192155,-100,3,5.379513937
-139.25,57.25,959,1,99.2596664,0.3357778,-100,3,5.41905808
-139.25,57.75,959,1,93.0283737,0.377437,-100,3,4.88026912
-139.25,58.25,959,1,93.0283737,0.3164074,-100,3,4.686255664
-139.25,58.75,959,1,90.6813126,0.2408934,-100,3,4.198132638
-139.25,59.25,959,1,90.6813126,0.2030784,5,3,7.416037347
-138.75,52.75,925,1,101.1151581,0.2620614,-100,3,5.363449128
-138.75,53.25,925,1,102.1185684,0.3204758,-100,3,5.572291638
-138.75,53.75,959,1,98.2404404,0.3038094,-100,3,5.238637924
-138.75,54.25,959,1,99.2034302,0.306091,-100,3,5.326376493
-138.75,54.75,959,1,97.7891922,0.3561684,-100,3,5.310311685
-138.75,56.25,959,1,98.7009277,0.3265076,-100,3,5.341205547
-138.75,56.75,959,1,98.6368561,0.3263381,-100,3,5.330083757
-138.75,57.25,959,1,99.2596664,0.3429018,-100,3,5.43265138
-138.75,57.75,959,1,92.1581421,0.3738567,-100,3,4.792530551
-138.75,58.25,959,1,93.0283737,0.321752,-100,3,4.702320472
-138.75,58.75,959,1,93.0283737,0.2568341,-30,3,7.382671976
-138.75,59.25,959,1,90.6813126,0.1894796,5,3,7.386379239
-138.25,52.25,925,1,104.3188553,0.2623291,-100,3,5.55622683
-138.25,52.75,925,1,101.1151581,0.2586386,-100,3,5.357270356
-138.25,53.25,925,1,101.1151581,0.2967429,-100,3,5.451187697
-138.25,53.75,959,1,98.2404404,0.2744906,-100,3,5.178085954
-138.25,54.25,959,1,98.2404404,0.2878989,-100,3,5.208979816
-138.25,54.75,959,1,97.7891922,0.3405849,-100,3,5.252231223
-138.25,56.25,959,1,98.8989105,0.3325318,-100,3,5.373335164
-138.25,56.75,959,1,98.6368561,0.3269226,-100,3,5.332555266
-138.25,57.25,959,1,98.6368561,0.329144,-100,3,5.342441302
-138.25,57.75,959,1,92.1581421,0.3610494,-100,3,4.741864616
-138.25,58.25,959,1,92.1581421,0.3210265,-100,3,4.593574077
-138.25,58.75,959,1,92.1581421,0.2478527,5,3,7.605107785
-138.25,59.25,959,1,92.1581421,0.203209,5,3,7.509954689
-137.75,51.75,925,1,104.8069534,0.2789644,-100,3,5.631607854
-137.75,52.25,925,1,104.3188553,0.2540124,-100,3,5.535219003
-137.75,52.75,925,1,100.873703,0.2425326,-100,3,5.262117259
-137.75,53.25,925,1,101.1151581,0.2566558,-100,3,5.339969793
-137.75,53.75,959,1,98.6093826,0.2679704,-100,3,5.184264726
-137.75,54.25,959,1,98.2404404,0.2366316,-100,3,5.06439654
-137.75,54.75,959,1,97.9765244,0.30505,-100,3,5.190443499
-137.75,56.25,959,1,98.8989105,0.3297143,-100,3,5.369627901
-137.75,56.75,959,1,98.0949326,0.3126253,-100,3,5.232459151
-137.75,57.25,959,1,98.6368561,0.3496525,-100,3,5.404229027
-137.75,57.75,959,1,98.6368561,0.3342586,-100,3,5.354798847
-137.75,58.25,959,1,92.1581421,0.2734436,-50,3,7.034189208
-137.75,58.75,959,1,92.1581421,0.233689,5,3,7.577921186
-137.25,51.25,925,1,108.5272903,0.200202,-100,3,5.629136345
-137.25,51.75,925,1,104.8069534,0.2186295,-100,3,5.463545242
-137.25,52.25,925,1,104.8069534,0.2303872,-100,3,5.496910614
-137.25,52.75,925,1,100.873703,0.2078035,-100,3,5.170671427
-137.25,53.25,925,1,100.873703,0.2251183,-100,3,5.220101606
-137.25,53.75,959,1,98.6093826,0.2039167,-100,3,4.950707126
-137.25,54.25,959,1,98.6093826,0.2204497,-100,3,5.033502677
-137.25,54.75,959,1,97.9765244,0.2881053,-100,3,5.162021145
-137.25,56.25,959,1,99.4048004,0.2773657,-100,3,5.268296032
-137.25,56.75,959,1,98.0949326,0.3033546,-100,3,5.213922834
-137.25,57.25,959,1,98.0949326,0.3161435,-100,3,5.241109433
-137.25,57.75,959,1,98.0949326,0.300323,-100,3,5.202801044
-137.25,58.25,959,1,98.0949326,0.2573684,5,3,8.087052039
-136.75,50.75,925,1,109.1838379,0.1225393,-100,3,5.394342991
-136.75,51.25,925,1,108.5272903,0.1636846,-100,3,5.508032404
-136.75,51.75,925,1,105.0129242,0.1976212,-100,3,5.402993272
-136.75,52.25,925,1,104.8069534,0.1952375,-100,3,5.381985446
-136.75,52.75,925,1,100.1784744,0.1797141,-100,3,5.024852396
-136.75,53.25,959,1,100.873703,0.1713998,-100,3,5.035974186
-136.75,54.25,959,1,98.6093826,0.2248948,-100,3,5.052038995
-136.75,54.75,959,1,97.8531952,0.2510558,-100,3,5.045860222
-136.75,56.25,959,1,99.4048004,0.2576174,-100,3,5.225044624
-136.75,56.75,959,1,97.6838913,0.2581415,-100,3,5.049567486
-136.75,57.25,959,1,98.0949326,0.2761987,-100,3,5.153370864
-136.75,57.75,959,1,98.0949326,0.2673858,-100,3,5.128655774
-136.75,58.25,959,1,97.6838913,0.2436243,5,3,7.973362625
-136.25,50.25,925,1,112.6565475,0.1103802,-100,3,5.536454758
-136.25,50.75,925,1,109.1838379,0.1045,-100,3,5.320197721
-136.25,51.25,925,1,109.1838379,0.1349995,-100,3,5.449951943
-136.25,51.75,925,1,105.0129242,0.1646447,-100,3,5.288068104
-136.25,52.25,925,1,105.0129242,0.1706918,-100,3,5.306604421
-136.25,52.75,959,1,100.1784744,0.1586056,-100,3,4.918577509
-136.25,53.25,959,1,100.1784744,0.1591433,-100,3,4.919813264
-136.25,53.75,959,1,98.3068466,0.1420909,-100,3,4.6961417
-136.25,55.25,959,1,97.8531952,0.2482658,-100,3,5.023616641
-136.25,55.75,959,1,98.4448318,0.2506988,-100,3,5.132363037
-136.25,56.25,959,1,98.4448318,0.2367059,-100,3,5.094054648
-136.25,56.75,959,1,97.6838913,0.2341985,-100,3,4.948235617
-136.25,57.25,959,1,97.6838913,0.2579168,-50,3,7.441988192
-136.25,57.75,959,1,97.6838913,0.2553198,-100,3,5.027323905
-136.25,58.25,959,1,97.6838913,0.2231449,-30,3,7.616229576
-135.75,50.25,925,1,112.6565475,0.1068802,-100,3,5.529040231
-135.75,50.75,925,1,108.7215881,0.0936918,-100,3,5.229987642
-135.75,51.25,925,1,109.1838379,0.1066043,-100,3,5.335026775
-135.75,51.75,925,1,103.2267303,0.1188495,-100,3,5.00384457
-135.75,52.25,925,1,105.0129242,0.1365077,-100,3,5.191679253
-135.75,52.75,959,1,98.2177429,0.1415447,-100,3,4.673898119
-135.75,55.25,959,1,97.8531952,0.2432651,-100,3,5.007551833
-135.75,55.75,959,1,98.2346573,0.2280389,-100,3,5.034738432
-135.75,56.25,959,1,98.4448318,0.2070106,-100,3,4.960593162
-135.75,56.75,959,1,98.4448318,0.213673,-50,3,7.414801593
-135.75,57.25,959,1,97.6838913,0.2285835,5,3,7.937525745
-135.25,49.75,925,1,112.932518,0.0766868,-100,3,5.399286009
-135.25,50.25,925,1,112.932518,0.0946376,-100,3,5.490731841
-135.25,50.75,925,1,108.7215881,0.0957332,-100,3,5.237402169
-135.25,51.25,925,1,108.7215881,0.0930956,-100,3,5.227516133
-135.25,51.75,925,1,103.2267303,0.1034788,-100,3,4.933406563
-135.25,52.25,959,1,103.2267303,0.1090183,-100,3,4.966771935
-135.25,52.75,959,1,98.2177429,0.117273,-100,3,4.540436633
-135.25,53.25,959,1,98.2177429,0.1225737,-100,3,4.56144446
-135.25,55.25,959,1,98.0865479,0.2035391,-100,3,4.883976383
-135.25,55.75,959,1,98.2346573,0.2131684,-100,3,4.953178635
-135.25,56.25,959,1,98.2346573,0.1870109,-50,3,7.332006041
-135.25,56.75,959,1,98.2346573,0.1798807,5,3,7.865851984
-135.25,57.75,959,1,NA,0.2250091,-100,2,2.267884114
-135.25,58.25,959,1,NA,0.2154354,5,2,7.341892077
-135.25,59.25,959,1,NA,0.1460329,5,2,7.044075244
-134.75,49.25,925,1,117.0446548,0.0714232,-100,3,5.589592201
-134.75,51.75,925,1,101.5419312,0.079257,-100,3,4.643004256
-134.75,52.25,959,1,103.2267303,0.0913918,-100,3,4.865440066
-134.75,52.75,959,1,97.0387878,0.0861933,-100,3,4.240148291
-134.75,53.25,959,1,98.2177429,0.1065684,-100,3,4.488534944
-134.75,53.75,959,1,95.310257,0.099425,-100,3,4.14375944
-134.75,55.25,959,1,98.0865479,0.1656573,-100,3,4.752986407
-134.75,55.75,959,1,96.4814758,0.1857951,-100,3,4.634353975
-134.75,56.25,959,1,98.2346573,0.1776389,5,3,7.859673212
-134.75,57.25,959,1,96.4814758,0.1813755,-100,3,4.62199643
-134.75,57.75,959,1,NA,0.2078791,5,2,7.31223397
-134.75,58.25,959,1,NA,0.1958809,5,2,7.256625017
-134.25,52.25,925,1,101.5419312,0.0576464,-100,3,4.425511465
-134.25,52.75,925,1,97.0387878,0.0603645,-100,3,4.063435398
-134.25,53.25,959,1,97.0387878,0.082331,-100,3,4.225319237
-134.25,53.75,959,1,95.310257,0.0826774,-100,3,4.074557188
-134.25,54.25,959,1,95.310257,0.1108531,-100,3,4.208018674
-134.25,54.75,959,1,96.3001022,0.1410064,-100,3,4.406975148
-134.25,55.25,959,1,96.3001022,0.1396775,-100,3,4.395853357
-134.25,55.75,959,1,96.4814758,0.1475498,-100,3,4.457641082
-134.25,56.25,959,1,96.4814758,0.1373843,-50,3,7.021831663
-134.25,56.75,959,1,96.4814758,0.1401416,5,3,7.65577372
-133.75,52.25,925,1,101.5419312,0.0468528,-100,3,4.296992997
-133.75,52.75,925,1,96.6300659,0.0528645,-100,3,3.944802966
-133.75,53.25,925,1,97.0387878,0.0789177,-100,3,4.191953865
-133.75,53.75,925,1,92.8057404,0.0771152,-100,3,3.777976109
-133.75,54.25,959,1,95.310257,0.0978532,-100,3,4.141287931
-133.75,54.75,959,1,94.1953049,0.1362392,-100,3,4.172181793
-133.75,55.25,959,1,96.3001022,0.1361725,-50,3,7.002059591
-133.75,55.75,959,1,96.3001022,0.1336953,-100,3,4.353837704
-133.75,56.25,959,1,96.4814758,0.1181993,5,3,7.585335713
-133.75,57.25,959,1,NA,0.1375433,-100,2,1.879857202
-133.75,57.75,959,1,NA,0.1533893,5,2,7.07867637
-133.25,52.25,925,1,99.6249237,0.0377249,-100,3,4.059728134
-133.25,52.75,925,1,96.6300659,0.063519,-100,3,4.041191817
-133.25,53.25,925,1,96.6300659,0.0767799,-100,3,4.132637649
-133.25,53.75,925,1,92.8057404,0.0814312,-100,3,3.808869971
-133.25,57.25,959,1,NA,0.1356213,5,2,6.993409309
-133.25,57.75,959,1,NA,0.1513542,5,2,7.066318825
-132.75,52.25,925,1,99.6249237,0.0468168,-100,3,4.149938212
-132.75,52.75,925,1,99.6249237,0.0526431,-100,3,4.235205273
-132.75,53.25,925,1,96.6300659,0.0697303,5,3,7.435809419
-132.25,52.25,925,1,97.322525,0.0575271,-100,3,4.060963889
-132.25,52.75,925,1,97.322525,0.0485485,5,3,7.330770287
-132.25,53.25,925,1,94.4039841,0.0604921,5,3,7.208430592
-132.25,54.25,925,1,94.7447357,0.062101,-100,3,3.876836468
-132.25,54.75,959,1,94.7447357,0.0604263,5,3,7.228202664
-132.25,56.75,959,1,NA,0.0969572,5,2,6.704242757
-131.75,49.75,925,1,105.7892609,0.0445565,-100,3,4.58615955
-131.75,52.75,925,1,94.4039841,0.0466049,5,3,7.074969106
-131.75,54.25,925,1,94.7447357,0.0577056,-100,3,3.840999588
-131.75,54.75,959,1,94.7447357,0.0568921,-100,3,3.828642043
-131.75,55.25,959,1,98.4279556,0.0607941,5,3,7.511190443
-131.75,56.25,959,1,NA,0.0894152,5,2,6.637512014
-131.25,48.75,925,1,110.8688354,0.0660096,-100,3,5.205272553
-131.25,52.75,925,1,94.4039841,0.0451299,-20,3,6.709185775
-131.25,53.25,925,1,94.4039841,0.0570941,-10,3,6.940271866
-131.25,53.75,925,1,98.4279556,0.0518326,-20,3,7.202251819
-131.25,54.25,925,1,98.4279556,0.0475344,-100,3,4.067142661
-131.25,54.75,959,1,98.4279556,0.0560988,-20,3,7.2244954
-131.25,55.25,959,1,98.4279556,0.0534485,5,3,7.469174791
-130.75,48.75,925,1,107.3162994,0.0734291,-100,3,5.016202115
-130.75,52.75,925,1,91.9528046,0.0375175,-50,3,6.008512975
-130.75,53.25,925,1,94.4039841,0.0491431,-30,3,6.638747769
-130.75,53.75,925,1,94.4039841,0.0506977,-50,3,6.313744336
-130.75,54.25,925,1,98.4279556,0.0476999,-100,3,4.072085679
-130.75,54.75,959,1,98.4279556,0.0422193,5,3,7.370314431
-130.75,55.25,959,1,NA,0.0463677,-100,2,1.20884251
-130.25,53.25,925,1,91.9528046,0.0337803,-30,3,6.244542084
-130.25,53.75,925,1,91.9528046,0.0445181,-30,3,6.352052726
-130.25,54.25,925,1,91.9528046,0.0445285,-100,3,3.350405053
-130.25,54.75,925,1,NA,0.0392605,5,2,6.093780036
-129.25,47.75,848,1,109.6718597,0.0589006,-100,3,5.079225594
-129.25,50.25,925,1,102.3996811,0.0517161,-100,3,4.440340519
-129.25,50.75,925,1,99.3457718,0.054875,-100,3,4.236441027
-128.75,47.25,848,1,112.1967621,0.0527645,-100,3,5.1632569
-128.75,47.75,848,1,106.5390778,0.0437805,-100,3,4.629410957
-128.75,50.25,925,1,102.3996811,0.0436562,-100,3,4.337772896
-128.75,50.75,925,1,98.3863754,0.0652364,-100,3,4.241384045
-128.75,52.75,925,1,94.1619949,0.0336314,5,3,6.897020459
-128.25,46.75,925,1,108.1530762,0.0579093,-100,3,4.9296993
-128.25,50.25,925,1,102.1227875,0.0396209,-50,3,6.898256213
-128.25,50.75,925,1,98.3863754,0.0560057,-100,3,4.148702458
-128.25,51.75,925,1,98.3863754,0.0342135,5,3,7.283811616
-128.25,52.75,925,1,NA,0.0372518,5,2,6.057943155
-127.75,46.25,925,1,110.083519,0.055934,-100,3,5.065632294
-127.75,46.75,925,1,102.4998932,0.0535007,-100,3,4.476177399
-127.75,50.25,925,1,102.1227875,0.0333716,5,3,7.495125635
-127.75,50.75,925,1,102.1227875,0.0481448,-100,3,4.368666758
-127.75,51.25,925,1,98.3863754,0.0473698,-100,3,4.05849238
-127.25,45.25,848,1,106.2389297,0.043467,-100,3,4.608403131
-127.25,45.75,925,1,105.247673,0.0353251,-100,3,4.385967321
-127.25,48.25,848,1,103.3871918,0.0357076,-100,3,4.294521488
-127.25,48.75,925,1,101.1349869,0.0381998,-100,3,4.162295757
-127.25,49.75,925,1,101.1349869,0.0245098,5,3,7.353013868
-127.25,50.25,925,1,101.1349869,0.0293278,-5,3,7.201016065
-127.25,50.75,925,1,NA,0.0364899,5,2,6.048057119
-127.25,51.25,925,1,NA,0.0396931,5,2,6.099958808
-126.75,44.25,848,1,106.3539886,0.0701765,-100,3,4.924756282
-126.75,44.75,848,1,104.954689,0.0571096,-100,3,4.687491418
-126.75,45.25,848,1,106.2389297,0.0299265,-100,3,4.381024303
-126.75,45.75,925,1,103.3436356,0.0371173,-100,3,4.308114788
-126.75,48.25,848,1,103.3871918,0.0409751,-100,3,4.348894686
-126.75,48.75,925,1,99.8633118,0.0334176,-100,3,4.018948236
-126.75,49.75,925,1,101.1349869,0.024106,5,3,7.346835095
-126.75,50.75,925,1,NA,0.0374373,5,2,6.060414664
-126.25,44.25,848,1,103.6520462,0.0636901,-100,3,4.688727173
-126.25,44.75,848,1,104.954689,0.0566509,-100,3,4.675133873
-126.25,45.25,925,1,104.954689,0.0423105,-100,3,4.460112591
-126.25,45.75,925,1,103.3436356,0.0383961,-100,3,4.335301387
-126.25,46.25,925,1,103.3436356,0.0336633,-100,3,4.266099135
-126.25,46.75,925,1,99.9505844,0.0276774,-100,3,3.937388439
-126.25,49.25,925,1,99.8633118,0.0230745,5,3,7.271454071
-126.25,49.75,925,1,99.8633118,0.0205176,5,3,7.235617191
-126.25,50.75,925,1,NA,0.0310213,5,2,5.972676095
-125.75,44.25,848,1,103.6520462,0.067031,-100,3,4.719621035
-125.75,44.75,848,1,106.0930862,0.0544786,-100,3,4.760400934
-125.75,45.25,848,1,104.954689,0.0513321,-100,3,4.61087464
-125.75,45.75,848,1,102.5549393,0.0282984,-100,3,4.137580667
-125.75,46.25,925,1,103.3436356,0.0292151,-100,3,4.196896883
-125.75,46.75,925,1,102.2932739,0.0299944,-100,3,4.144995194
-125.75,49.25,925,1,99.8633118,0.0207068,5,3,7.239324454
-125.75,50.25,925,1,NA,0.0223976,-30,2,5.283125086
-125.25,43.25,848,1,112.6893616,0.0622009,-100,3,5.257174241
-125.25,43.75,848,1,105.7311783,0.0601945,-100,3,4.804888096
-125.25,44.25,848,1,105.7311783,0.0452948,-100,3,4.594809831
-125.25,44.75,848,1,106.0930862,0.0349216,-100,3,4.456405327
-125.25,45.25,848,1,106.0930862,0.0499176,-100,3,4.693670191
-125.25,45.75,848,1,102.5549393,0.0335857,-100,3,4.214197446
-125.25,46.25,848,1,102.5549393,0.0307378,-100,3,4.169710284
-125.25,46.75,848,1,102.2932739,0.0304466,-100,3,4.152409721
-125.25,48.75,925,1,100.3623352,0.0232375,5,3,7.293697652
-125.25,49.25,925,1,100.3623352,0.0194647,5,3,7.246738981
-125.25,50.25,925,1,NA,0.0199929,5,2,5.823149801
-124.75,42.75,848,1,107.4466019,0.0683861,-100,3,4.97912948
-124.75,43.25,848,1,112.6893616,0.0496785,-100,3,5.142249073
-124.75,43.75,848,1,108.3119507,0.0486703,-100,3,4.843196485
-124.75,44.25,848,1,105.7311783,0.0352701,-100,3,4.430454483
-124.75,44.75,848,1,105.3766556,0.0337584,-100,3,4.362487986
-124.75,45.25,848,1,106.0930862,0.042711,-100,3,4.582452286
-124.75,45.75,848,1,105.6388092,0.0349702,-100,3,4.421804202
-124.75,46.25,848,1,102.5549393,0.0372489,-100,3,4.267334889
-124.75,46.75,848,1,104.3962326,0.0349919,-100,3,4.33900865
-124.75,48.75,925,1,100.3623352,0.0222594,5,3,7.282575862
-124.75,49.25,925,1,101.9071121,0.0170012,-1,3,7.144171358
-124.75,49.75,925,1,NA,0.020233,5,2,5.834271591
-124.75,50.25,925,1,NA,0.0146412,-100,2,1.037072635
-124.25,43.25,848,1,107.4466019,0.049074,-100,3,4.769051215
-124.25,44.25,848,1,108.3119507,0.0230887,-100,3,4.43786901
-124.25,44.75,848,1,105.3766556,0.0258281,-100,3,4.269806398
-124.25,45.25,848,1,105.3766556,0.0356513,-100,3,4.403267884
-124.25,45.75,848,1,105.6388092,0.0293435,-100,3,4.330358369
-124.25,46.25,848,1,105.6388092,0.0311026,-50,3,6.987230537
-124.25,46.75,848,1,104.3962326,0.0279149,-30,3,7.194837292
-124.25,47.75,848,1,101.9071121,0.0233943,5,3,7.385143485
-124.25,49.25,925,1,101.9071121,0.018612,-100,3,3.988054373
-124.25,49.75,925,1,NA,0.0245177,5,2,5.897295071
-123.75,46.75,848,1,105.6388092,0.0271539,5,3,7.569270905
-123.75,48.25,925,1,101.9071121,0.0175762,5,3,7.340656323
-123.75,48.75,925,1,101.9071121,0.0160466,-1,3,7.141699849
-123.75,49.25,925,1,NA,0.0156393,5,2,5.781134148
-123.75,49.75,925,1,NA,0.0254784,-100,2,1.08526706
-123.75,50.25,925,1,NA,0.0260676,5,2,5.914595634
-123.25,48.75,925,1,NA,0.0194895,-100,2,1.054373198
-80.75,-48.25,152,1,77.787178,NA,-100,2,4.434779624
-80.75,-47.75,152,1,76.7728577,NA,-100,2,4.299464506
-80.75,-47.25,152,1,80.5675354,NA,-100,2,4.875943979
-80.25,-53.75,152,1,58.2415352,NA,-100,2,2.705959083
-80.25,-48.75,152,1,73.2745209,NA,-100,2,3.951599616
-80.25,-48.25,152,1,77.787178,NA,-100,2,4.434779624
-80.25,-47.75,152,1,77.787178,NA,-100,2,4.434779624
-80.25,-47.25,152,1,80.5675354,NA,-100,2,4.875943979
-80.25,-46.75,152,1,80.5675354,NA,-100,2,4.875943979
-80.25,-46.25,152,1,81.9619751,NA,-100,2,5.090347384
-80.25,-45.75,152,1,81.9619751,NA,-100,2,5.090347384
-80.25,51.75,924,1,184.1657104,NA,-10,2,9.992585473
-80.25,52.25,924,1,184.1657104,NA,-20,2,9.98887821
-79.75,-54.25,152,1,57.9055138,NA,-100,2,2.661471921
-79.75,-53.75,152,1,58.2415352,NA,-100,2,2.705959083
-79.75,-49.25,152,1,70.9745712,NA,-100,2,3.760057669
-79.75,-48.75,152,1,73.2745209,NA,-100,2,3.951599616
-79.75,-48.25,152,1,75.731636,NA,-100,2,4.182685706
-79.75,-47.75,152,1,77.787178,NA,-100,2,4.434779624
-79.75,-47.25,152,1,78.8666,NA,-100,2,4.567005355
-79.75,-46.75,152,1,80.5675354,NA,-100,2,4.875943979
-79.75,-46.25,152,1,80.4543152,NA,-100,2,4.858643416
-79.75,-45.75,152,1,81.9619751,NA,-100,2,5.090347384
-79.75,-45.25,152,1,81.3829651,NA,-100,2,5.011876974
-79.75,-44.75,152,1,81.3703308,NA,-100,2,5.005080324
-79.75,51.25,924,1,187.8972321,NA,-20,2,9.990113964
-79.75,51.75,924,1,188.1003113,NA,-30,2,9.982699437
-79.75,52.25,924,1,184.1657104,NA,-50,2,9.949334066
-79.25,-55.25,152,1,55.9281883,NA,-100,2,2.512563504
-79.25,-54.75,152,1,55.9281883,NA,-100,2,2.512563504
-79.25,-54.25,152,1,57.9055138,NA,-100,2,2.661471921
-79.25,-50.25,152,1,67.2793503,NA,-100,2,3.417135796
-79.25,-49.75,152,1,67.2793503,NA,-100,2,3.417135796
-79.25,-49.25,152,1,70.9745712,NA,-100,2,3.760057669
-79.25,-48.75,152,1,70.9745712,NA,-100,2,3.760057669
-79.25,-48.25,152,1,75.731636,NA,-100,2,4.182685706
-79.25,-47.75,152,1,75.731636,NA,-100,2,4.182685706
-79.25,-47.25,152,1,78.8666,NA,-100,2,4.567005355
-79.25,-46.75,152,1,78.8666,NA,-100,2,4.567005355
-79.25,-46.25,152,1,80.4543152,NA,-100,2,4.858643416
-79.25,-45.75,152,1,80.4543152,NA,-100,2,4.858643416
-79.25,-45.25,152,1,81.3829651,NA,-100,2,5.011876974
-79.25,-44.75,152,1,81.3829651,NA,-100,2,5.011876974
-79.25,-44.25,152,1,82.1465607,NA,-100,2,5.117533983
-79.25,51.75,924,1,188.1003113,NA,-30,2,9.982699437
-79.25,52.25,924,1,188.1003113,NA,-30,2,9.982699437
-79.25,52.75,924,1,188.3529205,NA,-20,2,9.991349719
-78.75,-55.25,152,1,55.5254974,NA,-100,2,2.484759028
-78.75,-54.75,152,1,55.9281883,NA,-100,2,2.512563504
-78.75,-54.25,152,1,57.3522186,NA,-100,2,2.612041741
-78.75,-53.25,152,1,59.4932022,NA,-100,2,2.845599341
-78.75,-51.25,152,1,63.8658981,NA,-100,2,3.18048881
-78.75,-50.75,152,1,65.4934769,NA,-100,2,3.307153645
-78.75,-50.25,152,1,65.366539,NA,-100,2,3.274406151
-78.75,-49.75,152,1,67.2793503,NA,-100,2,3.417135796
-78.75,-49.25,152,1,67.4121017,NA,-100,2,3.427639709
-78.75,-48.75,152,1,70.9745712,NA,-100,2,3.760057669
-78.75,-48.25,152,1,71.0702667,NA,-100,2,3.771179459
-78.75,-47.75,152,1,75.731636,NA,-100,2,4.182685706
-78.75,-47.25,152,1,73.9266586,NA,-100,2,4.005972813
-78.75,-46.75,152,1,78.8666,NA,-100,2,4.567005355
-78.75,-46.25,152,1,78.1791992,NA,-100,2,4.501510367
-78.75,-45.75,152,1,80.4543152,NA,-100,2,4.858643416
-78.75,-45.25,152,1,79.2435913,NA,-100,2,4.67822326
-78.75,-44.75,152,1,81.3829651,NA,-100,2,5.011876974
-78.75,-44.25,152,1,79.6984787,NA,-100,2,4.735067966
-78.75,52.25,924,1,188.1003113,NA,-10,2,9.993821228
-78.75,52.75,924,1,188.1003113,NA,1,2,9.998764246
-78.25,-56.25,152,1,54.1021767,NA,-100,2,2.422353426
-78.25,-55.75,152,1,54.1021767,NA,-100,2,2.422353426
-78.25,-55.25,152,1,55.5254974,NA,-100,2,2.484759028
-78.25,-54.75,152,1,55.5254974,NA,-100,2,2.484759028
-78.25,-54.25,152,1,57.3522186,NA,-100,2,2.612041741
-78.25,-53.75,152,1,57.3522186,NA,-100,2,2.612041741
-78.25,-51.75,152,1,61.6168404,NA,-100,2,3.055677605
-78.25,-51.25,152,1,63.8658981,NA,-100,2,3.18048881
-78.25,-50.75,152,1,63.8658981,NA,-100,2,3.18048881
-78.25,-50.25,152,1,65.366539,NA,-100,2,3.274406151
-78.25,-49.75,152,1,65.366539,NA,-100,2,3.274406151
-78.25,-49.25,152,1,67.4121017,NA,-100,2,3.427639709
-78.25,-48.75,152,1,67.4121017,NA,-100,2,3.427639709
-78.25,-48.25,152,1,71.0702667,NA,-100,2,3.771179459
-78.25,-47.75,152,1,71.0702667,NA,-100,2,3.771179459
-78.25,-47.25,152,1,73.9266586,NA,-100,2,4.005972813
-78.25,-46.75,152,1,73.9266586,NA,-100,2,4.005972813
-78.25,-46.25,152,1,78.1791992,NA,-100,2,4.501510367
-78.25,-45.75,152,1,78.1791992,NA,-100,2,4.501510367
-78.25,-45.25,152,1,79.2435913,NA,-100,2,4.67822326
-78.25,-44.75,152,1,79.2435913,NA,-100,2,4.67822326
-78.25,-44.25,152,1,79.6984787,NA,-100,2,4.735067966
-78.25,-43.75,152,1,79.6984787,NA,-100,2,4.735067966
-77.75,-56.75,152,1,52.6688271,NA,-100,2,2.314842785
-77.75,-56.25,152,1,53.5482178,NA,-100,2,2.371069614
-77.75,-55.75,152,1,54.1021767,NA,-100,2,2.422353426
-77.75,-55.25,152,1,54.7423897,NA,-100,2,2.452629411
-77.75,-54.75,152,1,55.5254974,NA,-100,2,2.484759028
-77.75,-54.25,152,1,56.8525124,NA,-100,2,2.581147879
-77.75,-53.75,152,1,57.3522186,NA,-100,2,2.612041741
-77.75,-53.25,152,1,59.1636467,NA,-100,2,2.806055197
-77.75,-52.75,152,1,59.4932022,NA,-100,2,2.845599341
-77.75,-52.25,152,1,61.0286407,NA,-100,2,2.998832899
-77.75,-51.75,152,1,61.6168404,NA,-100,2,3.055677605
-77.75,-51.25,152,1,62.8752937,NA,-100,2,3.136001648
-77.75,-50.75,152,1,63.8658981,NA,-100,2,3.18048881
-77.75,-50.25,152,1,64.2238998,NA,-100,2,3.211382672
-77.75,-49.75,152,1,65.366539,NA,-100,2,3.274406151
